-50000.00 0.00 55559.75 4620.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
-50000.00 4130.00 1524.8864  1046.8148 34.7008 1.0174
-50000.00 4140.00 1525.0518  1046.8601 34.7010 1.0136
-50000.00 4150.00 1525.2172  1046.9053 34.7013 1.0098
-50000.00 4160.00 1525.3826  1046.9505 34.7015 1.0060
-50000.00 4170.00 1525.5480  1046.9958 34.7017 1.0022
-50000.00 4180.00 1525.7134  1047.0410 34.7020 0.9984
-50000.00 4190.00 1525.8788  1047.0863 34.7022 0.9946
-50000.00 4200.00 1526.0442  1047.1315 34.7024 0.9908
-50000.00 4210.00 1526.2096  1047.1768 34.7026 0.9870
-50000.00 4220.00 1526.3750  1047.2220 34.7029 0.9832
-50000.00 4230.00 1526.5404  1047.2672 34.7031 0.9794
-50000.00 4240.00 1526.7059  1047.3125 34.7033 0.9756
-50000.00 4250.00 1526.8713  1047.3577 34.7035 0.9718
-50000.00 4260.00 1527.0367  1047.4030 34.7038 0.9680
-50000.00 4270.00 1527.2068  1047.4479 34.7040 0.9651
-50000.00 4280.00 1527.3804  1047.4925 34.7041 0.9629
-50000.00 4290.00 1527.5540  1047.5372 34.7042 0.9606
-50000.00 4300.00 1527.7277  1047.5819 34.7044 0.9584
-50000.00 4310.00 1527.9013  1047.6265 34.7045 0.9561
-50000.00 4320.00 1528.0749  1047.6712 34.7047 0.9538
-50000.00 4330.00 1528.2485  1047.7159 34.7048 0.9516
-50000.00 4340.00 1528.4222  1047.7605 34.7049 0.9493
-50000.00 4350.00 1528.5958  1047.8052 34.7051 0.9471
-50000.00 4360.00 1528.7694  1047.8499 34.7052 0.9448
-50000.00 4370.00 1528.9430  1047.8945 34.7054 0.9426
-50000.00 4380.00 1529.1167  1047.9392 34.7055 0.9403
-50000.00 4390.00 1529.2903  1047.9839 34.7057 0.9381
-50000.00 4400.00 1529.4639  1048.0285 34.7058 0.9358
-50000.00 4410.00 1529.6375  1048.0732 34.7059 0.9336
-50000.00 4420.00 1529.8112  1048.1179 34.7061 0.9313
-50000.00 4430.00 1529.9848  1048.1625 34.7062 0.9290
-50000.00 4440.00 1530.1584  1048.2072 34.7064 0.9268
-50000.00 4450.00 1530.3320  1048.2519 34.7065 0.9245
-50000.00 4460.00 1530.5057  1048.2965 34.7067 0.9223
-50000.00 4470.00 1530.6793  1048.3412 34.7068 0.9200
-50000.00 4480.00 1530.8529  1048.3859 34.7069 0.9178
-50000.00 4490.00 1531.0265  1048.4305 34.7071 0.9155
-50000.00 4500.00 1531.2001  1048.4752 34.7072 0.9133
-50000.00 4510.00 1531.3738  1048.5199 34.7074 0.9110
-50000.00 4520.00 1531.5474  1048.5645 34.7075 0.9087
-50000.00 4530.00 1531.7210  1048.6092 34.7076 0.9065
-50000.00 4540.00 1531.8946  1048.6539 34.7078 0.9042
-50000.00 4550.00 1532.0683  1048.6985 34.7079 0.9020
-50000.00 4560.00 1532.2419  1048.7432 34.7081 0.8997
-50000.00 4570.00 1532.4155  1048.7879 34.7082 0.8975
-50000.00 4580.00 1532.5891  1048.8325 34.7084 0.8952
-50000.00 4590.00 1532.7628  1048.8772 34.7085 0.8930
-50000.00 4600.00 1532.9364  1048.9219 34.7086 0.8907
-50000.00 4610.00 1533.1100  1048.9665 34.7088 0.8885
-50000.00 4620.00 1533.2836  1049.0112 34.7089 0.8862
-44973.35 0.00 1542.9577  1022.9274 35.8605 28.3496
-44973.35 10.00 1543.0998  1022.9761 35.8619 28.3357
-44973.35 20.00 1543.2315  1023.0297 35.8669 28.3150
-44973.35 30.00 1543.3070  1023.1010 35.8818 28.2631
-44973.35 40.00 1543.2788  1023.2003 35.9098 28.1565
-44973.35 50.00 1543.1358  1023.3280 35.9499 27.9910
-44973.35 60.00 1542.8992  1023.4788 36.0003 27.7781
-44973.35 70.00 1542.5849  1023.6507 36.0620 27.5255
-44973.35 80.00 1542.1635  1023.8458 36.1330 27.2217
-44973.35 90.00 1541.5844  1024.0651 36.2075 26.8487
-44973.35 100.00 1540.7976  1024.3071 36.2776 26.3910
-44973.35 110.00 1539.8037  1024.5585 36.3307 25.8582
-44973.35 120.00 1538.7091  1024.7943 36.3569 25.3040
-44973.35 130.00 1537.6553  1024.9963 36.3568 24.7881
-44973.35 140.00 1536.7120  1025.1640 36.3385 24.3341
-44973.35 150.00 1535.8811  1025.2986 36.3034 23.9416
-44973.35 160.00 1535.0198  1025.4252 36.2579 23.5462
-44973.35 170.00 1534.1342  1025.5453 36.2040 23.1483
-44973.35 180.00 1533.0116  1025.6692 36.1296 22.6758
-44973.35 190.00 1531.8143  1025.7943 36.0488 22.1797
-44973.35 200.00 1530.3368  1025.9299 35.9541 21.5964
-44973.35 210.00 1528.6073  1026.0747 35.8470 20.9349
-44973.35 220.00 1526.8779  1026.2196 35.7398 20.2733
-44973.35 230.00 1524.8428  1026.3733 35.6309 19.5362
-44973.35 240.00 1522.6941  1026.5304 35.5213 18.7711
-44973.35 250.00 1520.5454  1026.6875 35.4117 18.0060
-44973.35 260.00 1518.3978  1026.8418 35.3086 17.2534
-44973.35 270.00 1516.2533  1026.9880 35.2248 16.5382
-44973.35 280.00 1514.1088  1027.1342 35.1410 15.8230
-44973.35 290.00 1511.9644  1027.2803 35.0572 15.1078
-44973.35 300.00 1509.8227  1027.4263 34.9736 14.3937
-44973.35 310.00 1508.0716  1027.5475 34.9244 13.8376
-44973.35 320.00 1506.3206  1027.6687 34.8751 13.2815
-44973.35 330.00 1504.5696  1027.7899 34.8259 12.7255
-44973.35 340.00 1502.8186  1027.9111 34.7767 12.1694
-44973.35 350.00 1501.0676  1028.0323 34.7274 11.6133
-44973.35 360.00 1499.8584  1028.1292 34.7036 11.2330
-44973.35 370.00 1498.6889  1028.2244 34.6816 10.8656
-44973.35 380.00 1497.5193  1028.3196 34.6596 10.4981
-44973.35 390.00 1496.3497  1028.4147 34.6376 10.1306
-44973.35 400.00 1495.1801  1028.5099 34.6155 9.7632
-44973.35 410.00 1494.0144  1028.6049 34.5937 9.3968
-44973.35 420.00 1493.4009  1028.6793 34.5868 9.1897
-44973.35 430.00 1492.7874  1028.7538 34.5800 8.9825
-44973.35 440.00 1492.1739  1028.8283 34.5732 8.7754
-44973.35 450.00 1491.5604  1028.9028 34.5663 8.5682
-44973.35 460.00 1490.9469  1028.9773 34.5595 8.3611
-44973.35 470.00 1490.3334  1029.0517 34.5527 8.1540
-44973.35 480.00 1489.7985  1029.1233 34.5470 7.9684
-44973.35 490.00 1489.4954  1029.1861 34.5447 7.8465
-44973.35 500.00 1489.1924  1029.2489 34.5423 7.7247
-44973.35 510.00 1488.8894  1029.3117 34.5400 7.6028
-44973.35 520.00 1488.5863  1029.3745 34.5377 7.4809
-44973.35 530.00 1488.2833  1029.4373 34.5354 7.3591
-44973.35 540.00 1487.9803  1029.5001 34.5331 7.2372
-44973.35 550.00 1487.6772  1029.5629 34.5308 7.1153
-44973.35 560.00 1487.4577  1029.6221 34.5290 7.0164
-44973.35 570.00 1487.2693  1029.6801 34.5274 6.9260
-44973.35 580.00 1487.0808  1029.7381 34.5259 6.8356
-44973.35 590.00 1486.8923  1029.7961 34.5243 6.7453
-44973.35 600.00 1486.7039  1029.8541 34.5227 6.6549
-44973.35 610.00 1486.5154  1029.9121 34.5211 6.5645
-44973.35 620.00 1486.3270  1029.9700 34.5196 6.4741
-44973.35 630.00 1486.1385  1030.0280 34.5180 6.3837
-44973.35 640.00 1485.9837  1030.0848 34.5168 6.3025
-44973.35 650.00 1485.8592  1030.1404 34.5159 6.2294
-44973.35 660.00 1485.7347  1030.1961 34.5150 6.1564
-44973.35 670.00 1485.6103  1030.2517 34.5141 6.0833
-44973.35 680.00 1485.4858  1030.3074 34.5132 6.0103
-44973.35 690.00 1485.3613  1030.3630 34.5123 5.9373
-44973.35 700.00 1485.2368  1030.4187 34.5114 5.8642
-44973.35 710.00 1485.1123  1030.4743 34.5105 5.7912
-44973.35 720.00 1484.9878  1030.5300 34.5096 5.7181
-44973.35 730.00 1484.9026  1030.5845 34.5094 5.6554
-44973.35 740.00 1484.8298  1030.6387 34.5093 5.5959
-44973.35 750.00 1484.7570  1030.6928 34.5092 5.5364
-44973.35 760.00 1484.6842  1030.7470 34.5091 5.4769
-44973.35 770.00 1484.6114  1030.8011 34.5090 5.4174
-44973.35 780.00 1484.5386  1030.8553 34.5089 5.3579
-44973.35 790.00 1484.4658  1030.9095 34.5088 5.2984
-44973.35 800.00 1484.3930  1030.9636 34.5087 5.2389
-44973.35 810.00 1484.3202  1031.0178 34.5087 5.1794
-44973.35 820.00 1484.2692  1031.0714 34.5089 5.1255
-44973.35 830.00 1484.2357  1031.1246 34.5095 5.0760
-44973.35 840.00 1484.2023  1031.1777 34.5101 5.0266
-44973.35 850.00 1484.1689  1031.2309 34.5106 4.9772
-44973.35 860.00 1484.1354  1031.2841 34.5112 4.9278
-44973.35 870.00 1484.1020  1031.3372 34.5118 4.8784
-44973.35 880.00 1484.0686  1031.3904 34.5123 4.8290
-44973.35 890.00 1484.0351  1031.4436 34.5129 4.7796
-44973.35 900.00 1484.0017  1031.4967 34.5135 4.7301
-44973.35 910.00 1483.9690  1031.5499 34.5141 4.6809
-44973.35 920.00 1483.9636  1031.6024 34.5151 4.6386
-44973.35 930.00 1483.9582  1031.6549 34.5161 4.5962
-44973.35 940.00 1483.9527  1031.7074 34.5172 4.5539
-44973.35 950.00 1483.9473  1031.7599 34.5182 4.5116
-44973.35 960.00 1483.9419  1031.8124 34.5192 4.4693
-44973.35 970.00 1483.9365  1031.8648 34.5203 4.4269
-44973.35 980.00 1483.9311  1031.9173 34.5213 4.3846
-44973.35 990.00 1483.9256  1031.9698 34.5223 4.3423
-44973.35 1000.00 1483.9202  1032.0223 34.5233 4.2999
-44973.35 1010.00 1483.9203  1032.0747 34.5244 4.2590
-44973.35 1020.00 1483.9344  1032.1266 34.5257 4.2216
-44973.35 1030.00 1483.9484  1032.1786 34.5270 4.1842
-44973.35 1040.00 1483.9625  1032.2306 34.5282 4.1468
-44973.35 1050.00 1483.9765  1032.2825 34.5295 4.1094
-44973.35 1060.00 1483.9905  1032.3345 34.5308 4.0719
-44973.35 1070.00 1484.0046  1032.3865 34.5320 4.0345
-44973.35 1080.00 1484.0186  1032.4384 34.5333 3.9971
-44973.35 1090.00 1484.0327  1032.4904 34.5346 3.9597
-44973.35 1100.00 1484.0467  1032.5424 34.5358 3.9223
-44973.35 1110.00 1484.0672  1032.5941 34.5371 3.8865
-44973.35 1120.00 1484.0970  1032.6456 34.5384 3.8530
-44973.35 1130.00 1484.1267  1032.6971 34.5398 3.8196
-44973.35 1140.00 1484.1565  1032.7485 34.5411 3.7861
-44973.35 1150.00 1484.1862  1032.8000 34.5425 3.7526
-44973.35 1160.00 1484.2160  1032.8515 34.5438 3.7192
-44973.35 1170.00 1484.2458  1032.9029 34.5451 3.6857
-44973.35 1180.00 1484.2755  1032.9544 34.5465 3.6522
-44973.35 1190.00 1484.3053  1033.0059 34.5478 3.6188
-44973.35 1200.00 1484.3351  1033.0573 34.5491 3.5853
-44973.35 1210.00 1484.3713  1033.1086 34.5505 3.5534
-44973.35 1220.00 1484.4157  1033.1595 34.5518 3.5236
-44973.35 1230.00 1484.4601  1033.2105 34.5532 3.4937
-44973.35 1240.00 1484.5045  1033.2615 34.5545 3.4639
-44973.35 1250.00 1484.5489  1033.3125 34.5558 3.4340
-44973.35 1260.00 1484.5933  1033.3634 34.5572 3.4041
-44973.35 1270.00 1484.6376  1033.4144 34.5585 3.3743
-44973.35 1280.00 1484.6820  1033.4654 34.5599 3.3444
-44973.35 1290.00 1484.7264  1033.5163 34.5612 3.3146
-44973.35 1300.00 1484.7708  1033.5673 34.5625 3.2847
-44973.35 1310.00 1484.8207  1033.6181 34.5639 3.2562
-44973.35 1320.00 1484.8796  1033.6686 34.5652 3.2298
-44973.35 1330.00 1484.9385  1033.7190 34.5665 3.2035
-44973.35 1340.00 1484.9974  1033.7695 34.5678 3.1771
-44973.35 1350.00 1485.0563  1033.8200 34.5692 3.1508
-44973.35 1360.00 1485.1152  1033.8705 34.5705 3.1244
-44973.35 1370.00 1485.1741  1033.9210 34.5718 3.0981
-44973.35 1380.00 1485.2330  1033.9714 34.5731 3.0718
-44973.35 1390.00 1485.2919  1034.0219 34.5745 3.0454
-44973.35 1400.00 1485.3508  1034.0724 34.5758 3.0191
-44973.35 1410.00 1485.4110  1034.1228 34.5771 2.9930
-44973.35 1420.00 1485.4849  1034.1728 34.5784 2.9702
-44973.35 1430.00 1485.5588  1034.2228 34.5796 2.9474
-44973.35 1440.00 1485.6326  1034.2727 34.5809 2.9246
-44973.35 1450.00 1485.7065  1034.3227 34.5822 2.9018
-44973.35 1460.00 1485.7804  1034.3726 34.5834 2.8790
-44973.35 1470.00 1485.8543  1034.4226 34.5847 2.8562
-44973.35 1480.00 1485.9281  1034.4726 34.5860 2.8334
-44973.35 1490.00 1486.0020  1034.5225 34.5873 2.8106
-44973.35 1500.00 1486.0759  1034.5725 34.5885 2.7878
-44973.35 1510.00 1486.1497  1034.6224 34.5898 2.7650
-44973.35 1520.00 1486.2281  1034.6722 34.5910 2.7433
-44973.35 1530.00 1486.3175  1034.7216 34.5922 2.7241
-44973.35 1540.00 1486.4069  1034.7710 34.5934 2.7049
-44973.35 1550.00 1486.4963  1034.8204 34.5946 2.6857
-44973.35 1560.00 1486.5857  1034.8698 34.5958 2.6665
-44973.35 1570.00 1486.6750  1034.9192 34.5969 2.6474
-44973.35 1580.00 1486.7644  1034.9685 34.5981 2.6282
-44973.35 1590.00 1486.8538  1035.0179 34.5993 2.6090
-44973.35 1600.00 1486.9432  1035.0673 34.6005 2.5898
-44973.35 1610.00 1487.0326  1035.1167 34.6016 2.5706
-44973.35 1620.00 1487.1220  1035.1661 34.6028 2.5515
-44973.35 1630.00 1487.2114  1035.2155 34.6040 2.5323
-44973.35 1640.00 1487.3099  1035.2645 34.6051 2.5152
-44973.35 1650.00 1487.4149  1035.3133 34.6062 2.4996
-44973.35 1660.00 1487.5200  1035.3621 34.6072 2.4840
-44973.35 1670.00 1487.6251  1035.4109 34.6083 2.4684
-44973.35 1680.00 1487.7301  1035.4597 34.6093 2.4529
-44973.35 1690.00 1487.8352  1035.5085 34.6104 2.4373
-44973.35 1700.00 1487.9403  1035.5573 34.6114 2.4217
-44973.35 1710.00 1488.0453  1035.6061 34.6125 2.4061
-44973.35 1720.00 1488.1504  1035.6549 34.6135 2.3905
-44973.35 1730.00 1488.2555  1035.7036 34.6145 2.3749
-44973.35 1740.00 1488.3605  1035.7524 34.6156 2.3594
-44973.35 1750.00 1488.4656  1035.8012 34.6166 2.3438
-44973.35 1760.00 1488.5707  1035.8500 34.6177 2.3282
-44973.35 1770.00 1488.6828  1035.8985 34.6187 2.3142
-44973.35 1780.00 1488.8025  1035.9467 34.6196 2.3019
-44973.35 1790.00 1488.9221  1035.9949 34.6205 2.2896
-44973.35 1800.00 1489.0418  1036.0431 34.6213 2.2774
-44973.35 1810.00 1489.1614  1036.0913 34.6222 2.2651
-44973.35 1820.00 1489.2811  1036.1395 34.6231 2.2528
-44973.35 1830.00 1489.4008  1036.1877 34.6240 2.2405
-44973.35 1840.00 1489.5204  1036.2359 34.6249 2.2282
-44973.35 1850.00 1489.6401  1036.2841 34.6258 2.2159
-44973.35 1860.00 1489.7597  1036.3323 34.6267 2.2036
-44973.35 1870.00 1489.8794  1036.3805 34.6276 2.1913
-44973.35 1880.00 1489.9990  1036.4287 34.6285 2.1791
-44973.35 1890.00 1490.1187  1036.4769 34.6294 2.1668
-44973.35 1900.00 1490.2383  1036.5251 34.6303 2.1545
-44973.35 1910.00 1490.3580  1036.5733 34.6312 2.1422
-44973.35 1920.00 1490.4847  1036.6212 34.6320 2.1315
-44973.35 1930.00 1490.6164  1036.6688 34.6327 2.1218
-44973.35 1940.00 1490.7481  1036.7165 34.6334 2.1122
-44973.35 1950.00 1490.8797  1036.7642 34.6341 2.1026
-44973.35 1960.00 1491.0114  1036.8118 34.6349 2.0930
-44973.35 1970.00 1491.1431  1036.8595 34.6356 2.0833
-44973.35 1980.00 1491.2748  1036.9071 34.6363 2.0737
-44973.35 1990.00 1491.4065  1036.9548 34.6371 2.0641
-44973.35 2000.00 1491.5382  1037.0025 34.6378 2.0545
-44973.35 2010.00 1491.6699  1037.0501 34.6385 2.0448
-44973.35 2020.00 1491.8016  1037.0978 34.6392 2.0352
-44973.35 2030.00 1491.9333  1037.1454 34.6400 2.0256
-44973.35 2040.00 1492.0650  1037.1931 34.6407 2.0160
-44973.35 2050.00 1492.1967  1037.2408 34.6414 2.0064
-44973.35 2060.00 1492.3284  1037.2884 34.6422 1.9967
-44973.35 2070.00 1492.4600  1037.3361 34.6429 1.9871
-44973.35 2080.00 1492.5917  1037.3837 34.6436 1.9775
-44973.35 2090.00 1492.7288  1037.4311 34.6443 1.9690
-44973.35 2100.00 1492.8695  1037.4783 34.6448 1.9613
-44973.35 2110.00 1493.0102  1037.5255 34.6454 1.9536
-44973.35 2120.00 1493.1510  1037.5727 34.6460 1.9459
-44973.35 2130.00 1493.2917  1037.6199 34.6465 1.9382
-44973.35 2140.00 1493.4324  1037.6671 34.6471 1.9306
-44973.35 2150.00 1493.5731  1037.7143 34.6477 1.9229
-44973.35 2160.00 1493.7138  1037.7615 34.6483 1.9152
-44973.35 2170.00 1493.8545  1037.8087 34.6488 1.9075
-44973.35 2180.00 1493.9952  1037.8559 34.6494 1.8998
-44973.35 2190.00 1494.1360  1037.9031 34.6500 1.8921
-44973.35 2200.00 1494.2767  1037.9503 34.6505 1.8844
-44973.35 2210.00 1494.4174  1037.9975 34.6511 1.8767
-44973.35 2220.00 1494.5581  1038.0447 34.6517 1.8690
-44973.35 2230.00 1494.6988  1038.0919 34.6522 1.8613
-44973.35 2240.00 1494.8395  1038.1391 34.6528 1.8537
-44973.35 2250.00 1494.9802  1038.1863 34.6534 1.8460
-44973.35 2260.00 1495.1209  1038.2335 34.6540 1.8383
-44973.35 2270.00 1495.2617  1038.2807 34.6545 1.8306
-44973.35 2280.00 1495.4049  1038.3277 34.6551 1.8234
-44973.35 2290.00 1495.5522  1038.3745 34.6555 1.8171
-44973.35 2300.00 1495.6995  1038.4213 34.6559 1.8107
-44973.35 2310.00 1495.8469  1038.4681 34.6563 1.8044
-44973.35 2320.00 1495.9942  1038.5149 34.6568 1.7980
-44973.35 2330.00 1496.1416  1038.5617 34.6572 1.7917
-44973.35 2340.00 1496.2889  1038.6085 34.6576 1.7854
-44973.35 2350.00 1496.4362  1038.6553 34.6581 1.7790
-44973.35 2360.00 1496.5836  1038.7021 34.6585 1.7727
-44973.35 2370.00 1496.7309  1038.7489 34.6589 1.7664
-44973.35 2380.00 1496.8782  1038.7957 34.6594 1.7600
-44973.35 2390.00 1497.0256  1038.8425 34.6598 1.7537
-44973.35 2400.00 1497.1729  1038.8893 34.6602 1.7473
-44973.35 2410.00 1497.3202  1038.9361 34.6607 1.7410
-44973.35 2420.00 1497.4676  1038.9829 34.6611 1.7347
-44973.35 2430.00 1497.6149  1039.0297 34.6615 1.7283
-44973.35 2440.00 1497.7623  1039.0765 34.6620 1.7220
-44973.35 2450.00 1497.9096  1039.1233 34.6624 1.7156
-44973.35 2460.00 1498.0569  1039.1701 34.6628 1.7093
-44973.35 2470.00 1498.2043  1039.2169 34.6633 1.7030
-44973.35 2480.00 1498.3516  1039.2637 34.6637 1.6966
-44973.35 2490.00 1498.4989  1039.3105 34.6641 1.6903
-44973.35 2500.00 1498.6511  1039.3570 34.6645 1.6849
-44973.35 2510.00 1498.8040  1039.4034 34.6648 1.6796
-44973.35 2520.00 1498.9569  1039.4498 34.6651 1.6744
-44973.35 2530.00 1499.1098  1039.4963 34.6654 1.6691
-44973.35 2540.00 1499.2626  1039.5427 34.6657 1.6638
-44973.35 2550.00 1499.4155  1039.5891 34.6661 1.6585
-44973.35 2560.00 1499.5684  1039.6356 34.6664 1.6533
-44973.35 2570.00 1499.7213  1039.6820 34.6667 1.6480
-44973.35 2580.00 1499.8741  1039.7284 34.6670 1.6427
-44973.35 2590.00 1500.0270  1039.7749 34.6673 1.6375
-44973.35 2600.00 1500.1799  1039.8213 34.6676 1.6322
-44973.35 2610.00 1500.3328  1039.8677 34.6680 1.6269
-44973.35 2620.00 1500.4857  1039.9142 34.6683 1.6217
-44973.35 2630.00 1500.6385  1039.9606 34.6686 1.6164
-44973.35 2640.00 1500.7914  1040.0070 34.6689 1.6111
-44973.35 2650.00 1500.9443  1040.0535 34.6692 1.6059
-44973.35 2660.00 1501.0972  1040.0999 34.6695 1.6006
-44973.35 2670.00 1501.2500  1040.1463 34.6699 1.5953
-44973.35 2680.00 1501.4029  1040.1928 34.6702 1.5901
-44973.35 2690.00 1501.5558  1040.2392 34.6705 1.5848
-44973.35 2700.00 1501.7087  1040.2856 34.6708 1.5795
-44973.35 2710.00 1501.8616  1040.3321 34.6711 1.5742
-44973.35 2720.00 1502.0144  1040.3785 34.6715 1.5690
-44973.35 2730.00 1502.1677  1040.4249 34.6718 1.5638
-44973.35 2740.00 1502.3253  1040.4710 34.6720 1.5594
-44973.35 2750.00 1502.4830  1040.5171 34.6722 1.5550
-44973.35 2760.00 1502.6406  1040.5632 34.6725 1.5505
-44973.35 2770.00 1502.7983  1040.6093 34.6727 1.5461
-44973.35 2780.00 1502.9559  1040.6554 34.6729 1.5417
-44973.35 2790.00 1503.1136  1040.7015 34.6732 1.5373
-44973.35 2800.00 1503.2712  1040.7476 34.6734 1.5329
-44973.35 2810.00 1503.4289  1040.7937 34.6736 1.5285
-44973.35 2820.00 1503.5865  1040.8398 34.6739 1.5241
-44973.35 2830.00 1503.7442  1040.8859 34.6741 1.5197
-44973.35 2840.00 1503.9018  1040.9320 34.6743 1.5153
-44973.35 2850.00 1504.0595  1040.9781 34.6746 1.5109
-44973.35 2860.00 1504.2171  1041.0241 34.6748 1.5065
-44973.35 2870.00 1504.3748  1041.0702 34.6750 1.5020
-44973.35 2880.00 1504.5324  1041.1163 34.6753 1.4976
-44973.35 2890.00 1504.6901  1041.1624 34.6755 1.4932
-44973.35 2900.00 1504.8477  1041.2085 34.6757 1.4888
-44973.35 2910.00 1505.0054  1041.2546 34.6760 1.4844
-44973.35 2920.00 1505.1630  1041.3007 34.6762 1.4800
-44973.35 2930.00 1505.3207  1041.3468 34.6764 1.4756
-44973.35 2940.00 1505.4783  1041.3929 34.6767 1.4712
-44973.35 2950.00 1505.6360  1041.4390 34.6769 1.4668
-44973.35 2960.00 1505.7936  1041.4851 34.6772 1.4624
-44973.35 2970.00 1505.9513  1041.5312 34.6774 1.4580
-44973.35 2980.00 1506.1089  1041.5773 34.6776 1.4536
-44973.35 2990.00 1506.2666  1041.6234 34.6779 1.4491
-44973.35 3000.00 1506.4275  1041.6692 34.6780 1.4452
-44973.35 3010.00 1506.5886  1041.7150 34.6782 1.4414
-44973.35 3020.00 1506.7497  1041.7609 34.6784 1.4375
-44973.35 3030.00 1506.9108  1041.8067 34.6786 1.4336
-44973.35 3040.00 1507.0719  1041.8525 34.6788 1.4297
-44973.35 3050.00 1507.2329  1041.8983 34.6790 1.4258
-44973.35 3060.00 1507.3940  1041.9441 34.6792 1.4219
-44973.35 3070.00 1507.5551  1041.9899 34.6794 1.4181
-44973.35 3080.00 1507.7162  1042.0358 34.6796 1.4142
-44973.35 3090.00 1507.8772  1042.0816 34.6798 1.4103
-44973.35 3100.00 1508.0383  1042.1274 34.6799 1.4064
-44973.35 3110.00 1508.1994  1042.1732 34.6801 1.4025
-44973.35 3120.00 1508.3605  1042.2190 34.6803 1.3986
-44973.35 3130.00 1508.5215  1042.2648 34.6805 1.3948
-44973.35 3140.00 1508.6826  1042.3106 34.6807 1.3909
-44973.35 3150.00 1508.8437  1042.3565 34.6809 1.3870
-44973.35 3160.00 1509.0048  1042.4023 34.6811 1.3831
-44973.35 3170.00 1509.1659  1042.4481 34.6813 1.3792
-44973.35 3180.00 1509.3269  1042.4939 34.6815 1.3753
-44973.35 3190.00 1509.4880  1042.5397 34.6816 1.3715
-44973.35 3200.00 1509.6491  1042.5855 34.6818 1.3676
-44973.35 3210.00 1509.8102  1042.6314 34.6820 1.3637
-44973.35 3220.00 1509.9712  1042.6772 34.6822 1.3598
-44973.35 3230.00 1510.1323  1042.7230 34.6824 1.3559
-44973.35 3240.00 1510.2934  1042.7688 34.6826 1.3520
-44973.35 3250.00 1510.4545  1042.8146 34.6828 1.3482
-44973.35 3260.00 1510.6155  1042.8604 34.6830 1.3443
-44973.35 3270.00 1510.7766  1042.9063 34.6832 1.3404
-44973.35 3280.00 1510.9387  1042.9520 34.6833 1.3366
-44973.35 3290.00 1511.1016  1042.9976 34.6835 1.3328
-44973.35 3300.00 1511.2645  1043.0432 34.6837 1.3291
-44973.35 3310.00 1511.4273  1043.0888 34.6839 1.3253
-44973.35 3320.00 1511.5902  1043.1344 34.6841 1.3215
-44973.35 3330.00 1511.7530  1043.1800 34.6843 1.3178
-44973.35 3340.00 1511.9159  1043.2256 34.6845 1.3140
-44973.35 3350.00 1512.0788  1043.2712 34.6847 1.3103
-44973.35 3360.00 1512.2416  1043.3169 34.6849 1.3065
-44973.35 3370.00 1512.4045  1043.3625 34.6850 1.3027
-44973.35 3380.00 1512.5674  1043.4081 34.6852 1.2990
-44973.35 3390.00 1512.7302  1043.4537 34.6854 1.2952
-44973.35 3400.00 1512.8931  1043.4993 34.6856 1.2915
-44973.35 3410.00 1513.0560  1043.5449 34.6858 1.2877
-44973.35 3420.00 1513.2188  1043.5905 34.6860 1.2840
-44973.35 3430.00 1513.3817  1043.6362 34.6862 1.2802
-44973.35 3440.00 1513.5445  1043.6818 34.6864 1.2764
-44973.35 3450.00 1513.7074  1043.7274 34.6865 1.2727
-44973.35 3460.00 1513.8703  1043.7730 34.6867 1.2689
-44973.35 3470.00 1514.0331  1043.8186 34.6869 1.2652
-44973.35 3480.00 1514.1960  1043.8642 34.6871 1.2614
-44973.35 3490.00 1514.3589  1043.9098 34.6873 1.2577
-44973.35 3500.00 1514.5217  1043.9554 34.6875 1.2539
-44973.35 3510.00 1514.6846  1044.0011 34.6877 1.2501
-44973.35 3520.00 1514.8474  1044.0467 34.6879 1.2464
-44973.35 3530.00 1515.0103  1044.0923 34.6880 1.2426
-44973.35 3540.00 1515.1732  1044.1379 34.6882 1.2389
-44973.35 3550.00 1515.3360  1044.1835 34.6884 1.2351
-44973.35 3560.00 1515.4989  1044.2291 34.6886 1.2313
-44973.35 3570.00 1515.6618  1044.2747 34.6888 1.2276
-44973.35 3580.00 1515.8246  1044.3204 34.6890 1.2238
-44973.35 3590.00 1515.9888  1044.3658 34.6892 1.2201
-44973.35 3600.00 1516.1531  1044.4112 34.6894 1.2164
-44973.35 3610.00 1516.3174  1044.4567 34.6896 1.2127
-44973.35 3620.00 1516.4818  1044.5021 34.6898 1.2089
-44973.35 3630.00 1516.6461  1044.5475 34.6900 1.2052
-44973.35 3640.00 1516.8105  1044.5929 34.6902 1.2015
-44973.35 3650.00 1516.9748  1044.6384 34.6904 1.1978
-44973.35 3660.00 1517.1391  1044.6838 34.6906 1.1940
-44973.35 3670.00 1517.3035  1044.7292 34.6908 1.1903
-44973.35 3680.00 1517.4678  1044.7746 34.6910 1.1866
-44973.35 3690.00 1517.6321  1044.8201 34.6913 1.1828
-44973.35 3700.00 1517.7965  1044.8655 34.6915 1.1791
-44973.35 3710.00 1517.9608  1044.9109 34.6917 1.1754
