-50000.00 0.00 55559.75 4620.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
5293.20 730.00 1485.1874  1030.5827 34.5191 5.7228
5293.20 740.00 1485.1094  1030.6369 34.5188 5.6620
5293.20 750.00 1485.0314  1030.6911 34.5185 5.6012
5293.20 760.00 1484.9534  1030.7454 34.5183 5.5404
5293.20 770.00 1484.8754  1030.7996 34.5180 5.4795
5293.20 780.00 1484.7974  1030.8538 34.5178 5.4187
5293.20 790.00 1484.7193  1030.9081 34.5175 5.3579
5293.20 800.00 1484.6413  1030.9623 34.5172 5.2971
5293.20 810.00 1484.5633  1031.0165 34.5170 5.2362
5293.20 820.00 1484.5076  1031.0702 34.5171 5.1811
5293.20 830.00 1484.4700  1031.1235 34.5176 5.1307
5293.20 840.00 1484.4323  1031.1767 34.5180 5.0802
5293.20 850.00 1484.3946  1031.2299 34.5185 5.0297
5293.20 860.00 1484.3569  1031.2832 34.5189 4.9792
5293.20 870.00 1484.3193  1031.3364 34.5194 4.9288
5293.20 880.00 1484.2816  1031.3896 34.5198 4.8783
5293.20 890.00 1484.2439  1031.4429 34.5203 4.8278
5293.20 900.00 1484.2062  1031.4961 34.5208 4.7773
5293.20 910.00 1484.1693  1031.5493 34.5212 4.7270
5293.20 920.00 1484.1591  1031.6019 34.5221 4.6836
5293.20 930.00 1484.1490  1031.6544 34.5230 4.6401
5293.20 940.00 1484.1388  1031.7069 34.5238 4.5967
5293.20 950.00 1484.1287  1031.7594 34.5247 4.5532
5293.20 960.00 1484.1186  1031.8119 34.5256 4.5097
5293.20 970.00 1484.1084  1031.8645 34.5264 4.4663
5293.20 980.00 1484.0983  1031.9170 34.5273 4.4228
5293.20 990.00 1484.0881  1031.9695 34.5282 4.3794
5293.20 1000.00 1484.0780  1032.0220 34.5290 4.3359
5293.20 1010.00 1484.0737  1032.0744 34.5300 4.2939
5293.20 1020.00 1484.0840  1032.1264 34.5311 4.2557
5293.20 1030.00 1484.0944  1032.1783 34.5322 4.2174
5293.20 1040.00 1484.1047  1032.2303 34.5333 4.1791
5293.20 1050.00 1484.1151  1032.2823 34.5344 4.1408
5293.20 1060.00 1484.1254  1032.3342 34.5355 4.1026
5293.20 1070.00 1484.1358  1032.3862 34.5366 4.0643
5293.20 1080.00 1484.1461  1032.4381 34.5377 4.0260
5293.20 1090.00 1484.1564  1032.4901 34.5388 3.9877
5293.20 1100.00 1484.1668  1032.5421 34.5400 3.9495
5293.20 1110.00 1484.1840  1032.5938 34.5411 3.9129
5293.20 1120.00 1484.2113  1032.6453 34.5423 3.8789
5293.20 1130.00 1484.2385  1032.6967 34.5436 3.8448
5293.20 1140.00 1484.2657  1032.7482 34.5448 3.8108
5293.20 1150.00 1484.2929  1032.7996 34.5460 3.7767
5293.20 1160.00 1484.3202  1032.8511 34.5472 3.7427
5293.20 1170.00 1484.3474  1032.9025 34.5484 3.7086
5293.20 1180.00 1484.3746  1032.9540 34.5497 3.6746
5293.20 1190.00 1484.4018  1033.0055 34.5509 3.6405
5293.20 1200.00 1484.4291  1033.0569 34.5521 3.6065
5293.20 1210.00 1484.4632  1033.1081 34.5533 3.5741
5293.20 1220.00 1484.5060  1033.1591 34.5546 3.5439
5293.20 1230.00 1484.5487  1033.2101 34.5559 3.5137
5293.20 1240.00 1484.5914  1033.2610 34.5571 3.4834
5293.20 1250.00 1484.6342  1033.3120 34.5584 3.4532
5293.20 1260.00 1484.6769  1033.3629 34.5596 3.4230
5293.20 1270.00 1484.7197  1033.4139 34.5609 3.3928
5293.20 1280.00 1484.7624  1033.4648 34.5622 3.3625
5293.20 1290.00 1484.8052  1033.5158 34.5634 3.3323
5293.20 1300.00 1484.8479  1033.5667 34.5647 3.3021
5293.20 1310.00 1484.8964  1033.6175 34.5660 3.2732
5293.20 1320.00 1484.9544  1033.6680 34.5672 3.2467
5293.20 1330.00 1485.0124  1033.7184 34.5685 3.2201
5293.20 1340.00 1485.0704  1033.7689 34.5697 3.1936
5293.20 1350.00 1485.1284  1033.8194 34.5710 3.1670
5293.20 1360.00 1485.1864  1033.8698 34.5723 3.1405
5293.20 1370.00 1485.2444  1033.9203 34.5735 3.1139
5293.20 1380.00 1485.3024  1033.9707 34.5748 3.0874
5293.20 1390.00 1485.3604  1034.0212 34.5761 3.0608
5293.20 1400.00 1485.4184  1034.0717 34.5773 3.0342
5293.20 1410.00 1485.4777  1034.1221 34.5786 3.0080
5293.20 1420.00 1485.5510  1034.1720 34.5798 2.9851
5293.20 1430.00 1485.6243  1034.2220 34.5811 2.9622
5293.20 1440.00 1485.6976  1034.2719 34.5823 2.9392
5293.20 1450.00 1485.7709  1034.3219 34.5835 2.9163
5293.20 1460.00 1485.8443  1034.3718 34.5847 2.8934
5293.20 1470.00 1485.9176  1034.4217 34.5860 2.8705
5293.20 1480.00 1485.9909  1034.4717 34.5872 2.8475
5293.20 1490.00 1486.0642  1034.5216 34.5884 2.8246
5293.20 1500.00 1486.1375  1034.5716 34.5897 2.8017
5293.20 1510.00 1486.2109  1034.6215 34.5909 2.7788
5293.20 1520.00 1486.2887  1034.6713 34.5921 2.7569
5293.20 1530.00 1486.3775  1034.7207 34.5933 2.7376
5293.20 1540.00 1486.4663  1034.7700 34.5944 2.7183
5293.20 1550.00 1486.5551  1034.8194 34.5956 2.6990
5293.20 1560.00 1486.6439  1034.8688 34.5967 2.6797
5293.20 1570.00 1486.7327  1034.9182 34.5979 2.6603
5293.20 1580.00 1486.8215  1034.9676 34.5990 2.6410
5293.20 1590.00 1486.9103  1035.0169 34.6002 2.6217
5293.20 1600.00 1486.9992  1035.0663 34.6013 2.6024
5293.20 1610.00 1487.0880  1035.1157 34.6025 2.5831
5293.20 1620.00 1487.1768  1035.1651 34.6036 2.5638
5293.20 1630.00 1487.2656  1035.2145 34.6048 2.5445
5293.20 1640.00 1487.3634  1035.2635 34.6058 2.5273
5293.20 1650.00 1487.4678  1035.3123 34.6069 2.5115
5293.20 1660.00 1487.5721  1035.3611 34.6079 2.4958
5293.20 1670.00 1487.6765  1035.4099 34.6089 2.4800
5293.20 1680.00 1487.7808  1035.4587 34.6100 2.4643
5293.20 1690.00 1487.8851  1035.5075 34.6110 2.4485
5293.20 1700.00 1487.9895  1035.5563 34.6120 2.4328
5293.20 1710.00 1488.0938  1035.6051 34.6131 2.4170
5293.20 1720.00 1488.1982  1035.6539 34.6141 2.4013
5293.20 1730.00 1488.3025  1035.7027 34.6151 2.3855
5293.20 1740.00 1488.4069  1035.7515 34.6162 2.3698
5293.20 1750.00 1488.5112  1035.8003 34.6172 2.3541
5293.20 1760.00 1488.6155  1035.8491 34.6182 2.3383
5293.20 1770.00 1488.7269  1035.8976 34.6192 2.3242
5293.20 1780.00 1488.8456  1035.9458 34.6201 2.3117
5293.20 1790.00 1488.9644  1035.9940 34.6209 2.2992
5293.20 1800.00 1489.0831  1036.0422 34.6218 2.2867
5293.20 1810.00 1489.2019  1036.0904 34.6227 2.2742
5293.20 1820.00 1489.3206  1036.1387 34.6236 2.2617
5293.20 1830.00 1489.4394  1036.1869 34.6245 2.2492
5293.20 1840.00 1489.5581  1036.2351 34.6253 2.2367
5293.20 1850.00 1489.6769  1036.2833 34.6262 2.2242
5293.20 1860.00 1489.7956  1036.3315 34.6271 2.2117
5293.20 1870.00 1489.9144  1036.3797 34.6280 2.1992
5293.20 1880.00 1490.0331  1036.4280 34.6289 2.1868
5293.20 1890.00 1490.1519  1036.4762 34.6298 2.1743
5293.20 1900.00 1490.2706  1036.5244 34.6306 2.1618
5293.20 1910.00 1490.3894  1036.5726 34.6315 2.1493
5293.20 1920.00 1490.5152  1036.6205 34.6323 2.1383
5293.20 1930.00 1490.6460  1036.6682 34.6330 2.1285
5293.20 1940.00 1490.7768  1036.7159 34.6337 2.1187
5293.20 1950.00 1490.9076  1036.7635 34.6345 2.1089
5293.20 1960.00 1491.0384  1036.8112 34.6352 2.0991
5293.20 1970.00 1491.1692  1036.8589 34.6359 2.0892
5293.20 1980.00 1491.3000  1036.9066 34.6366 2.0794
5293.20 1990.00 1491.4308  1036.9542 34.6374 2.0696
5293.20 2000.00 1491.5616  1037.0019 34.6381 2.0598
5293.20 2010.00 1491.6924  1037.0496 34.6388 2.0499
5293.20 2020.00 1491.8232  1037.0973 34.6395 2.0401
5293.20 2030.00 1491.9540  1037.1450 34.6402 2.0303
5293.20 2040.00 1492.0848  1037.1926 34.6410 2.0205
5293.20 2050.00 1492.2156  1037.2403 34.6417 2.0106
5293.20 2060.00 1492.3464  1037.2880 34.6424 2.0008
5293.20 2070.00 1492.4772  1037.3357 34.6431 1.9910
5293.20 2080.00 1492.6080  1037.3834 34.6438 1.9812
5293.20 2090.00 1492.7444  1037.4308 34.6445 1.9725
5293.20 2100.00 1492.8845  1037.4780 34.6450 1.9647
5293.20 2110.00 1493.0246  1037.5252 34.6456 1.9569
5293.20 2120.00 1493.1647  1037.5724 34.6462 1.9491
5293.20 2130.00 1493.3048  1037.6196 34.6467 1.9413
5293.20 2140.00 1493.4450  1037.6668 34.6473 1.9334
5293.20 2150.00 1493.5851  1037.7140 34.6479 1.9256
5293.20 2160.00 1493.7252  1037.7612 34.6484 1.9178
5293.20 2170.00 1493.8653  1037.8084 34.6490 1.9100
5293.20 2180.00 1494.0054  1037.8556 34.6496 1.9021
5293.20 2190.00 1494.1456  1037.9028 34.6501 1.8943
5293.20 2200.00 1494.2857  1037.9500 34.6507 1.8865
5293.20 2210.00 1494.4258  1037.9972 34.6513 1.8787
5293.20 2220.00 1494.5659  1038.0445 34.6518 1.8709
5293.20 2230.00 1494.7060  1038.0917 34.6524 1.8630
5293.20 2240.00 1494.8461  1038.1389 34.6529 1.8552
5293.20 2250.00 1494.9863  1038.1861 34.6535 1.8474
5293.20 2260.00 1495.1264  1038.2333 34.6541 1.8396
5293.20 2270.00 1495.2665  1038.2805 34.6546 1.8318
5293.20 2280.00 1495.4093  1038.3275 34.6552 1.8245
5293.20 2290.00 1495.5563  1038.3744 34.6556 1.8181
5293.20 2300.00 1495.7034  1038.4212 34.6560 1.8117
5293.20 2310.00 1495.8505  1038.4680 34.6564 1.8053
5293.20 2320.00 1495.9976  1038.5148 34.6569 1.7989
5293.20 2330.00 1496.1447  1038.5616 34.6573 1.7925
5293.20 2340.00 1496.2918  1038.6084 34.6577 1.7861
5293.20 2350.00 1496.4389  1038.6552 34.6581 1.7797
5293.20 2360.00 1496.5860  1038.7020 34.6586 1.7733
5293.20 2370.00 1496.7331  1038.7488 34.6590 1.7670
5293.20 2380.00 1496.8802  1038.7956 34.6594 1.7606
5293.20 2390.00 1497.0273  1038.8424 34.6598 1.7542
5293.20 2400.00 1497.1744  1038.8892 34.6603 1.7478
5293.20 2410.00 1497.3215  1038.9360 34.6607 1.7414
5293.20 2420.00 1497.4686  1038.9828 34.6611 1.7350
5293.20 2430.00 1497.6157  1039.0296 34.6616 1.7286
5293.20 2440.00 1497.7628  1039.0764 34.6620 1.7222
5293.20 2450.00 1497.9099  1039.1232 34.6624 1.7158
5293.20 2460.00 1498.0570  1039.1700 34.6628 1.7094
5293.20 2470.00 1498.2041  1039.2168 34.6633 1.7031
5293.20 2480.00 1498.3512  1039.2636 34.6637 1.6967
5293.20 2490.00 1498.4983  1039.3104 34.6641 1.6903
5293.20 2500.00 1498.6502  1039.3569 34.6644 1.6848
5293.20 2510.00 1498.8029  1039.4033 34.6648 1.6795
5293.20 2520.00 1498.9555  1039.4497 34.6651 1.6742
5293.20 2530.00 1499.1082  1039.4962 34.6654 1.6689
5293.20 2540.00 1499.2609  1039.5426 34.6657 1.6636
5293.20 2550.00 1499.4135  1039.5890 34.6660 1.6582
5293.20 2560.00 1499.5662  1039.6355 34.6663 1.6529
5293.20 2570.00 1499.7188  1039.6819 34.6667 1.6476
5293.20 2580.00 1499.8715  1039.7284 34.6670 1.6423
5293.20 2590.00 1500.0242  1039.7748 34.6673 1.6370
5293.20 2600.00 1500.1768  1039.8212 34.6676 1.6317
5293.20 2610.00 1500.3295  1039.8677 34.6679 1.6263
5293.20 2620.00 1500.4821  1039.9141 34.6682 1.6210
5293.20 2630.00 1500.6348  1039.9605 34.6686 1.6157
5293.20 2640.00 1500.7875  1040.0070 34.6689 1.6104
5293.20 2650.00 1500.9401  1040.0534 34.6692 1.6051
5293.20 2660.00 1501.0928  1040.0999 34.6695 1.5998
5293.20 2670.00 1501.2454  1040.1463 34.6698 1.5944
5293.20 2680.00 1501.3981  1040.1927 34.6701 1.5891
5293.20 2690.00 1501.5507  1040.2392 34.6705 1.5838
5293.20 2700.00 1501.7034  1040.2856 34.6708 1.5785
5293.20 2710.00 1501.8561  1040.3320 34.6711 1.5732
5293.20 2720.00 1502.0087  1040.3785 34.6714 1.5679
5293.20 2730.00 1502.1617  1040.4249 34.6717 1.5626
5293.20 2740.00 1502.3189  1040.4710 34.6719 1.5581
5293.20 2750.00 1502.4762  1040.5171 34.6722 1.5536
5293.20 2760.00 1502.6334  1040.5632 34.6724 1.5491
5293.20 2770.00 1502.7906  1040.6094 34.6727 1.5446
5293.20 2780.00 1502.9478  1040.6555 34.6729 1.5401
5293.20 2790.00 1503.1050  1040.7016 34.6731 1.5356
5293.20 2800.00 1503.2622  1040.7477 34.6734 1.5311
5293.20 2810.00 1503.4194  1040.7938 34.6736 1.5266
5293.20 2820.00 1503.5767  1040.8399 34.6738 1.5221
5293.20 2830.00 1503.7339  1040.8860 34.6741 1.5176
5293.20 2840.00 1503.8911  1040.9321 34.6743 1.5130
5293.20 2850.00 1504.0483  1040.9783 34.6746 1.5085
5293.20 2860.00 1504.2055  1041.0244 34.6748 1.5040
5293.20 2870.00 1504.3627  1041.0705 34.6750 1.4995
5293.20 2880.00 1504.5200  1041.1166 34.6753 1.4950
5293.20 2890.00 1504.6772  1041.1627 34.6755 1.4905
5293.20 2900.00 1504.8344  1041.2088 34.6758 1.4860
5293.20 2910.00 1504.9916  1041.2549 34.6760 1.4815
5293.20 2920.00 1505.1488  1041.3011 34.6762 1.4770
5293.20 2930.00 1505.3060  1041.3472 34.6765 1.4725
5293.20 2940.00 1505.4632  1041.3933 34.6767 1.4680
5293.20 2950.00 1505.6205  1041.4394 34.6769 1.4635
5293.20 2960.00 1505.7777  1041.4855 34.6772 1.4590
5293.20 2970.00 1505.9349  1041.5316 34.6774 1.4545
5293.20 2980.00 1506.0921  1041.5777 34.6777 1.4500
5293.20 2990.00 1506.2493  1041.6238 34.6779 1.4455
5293.20 3000.00 1506.4099  1041.6697 34.6781 1.4415
5293.20 3010.00 1506.5705  1041.7155 34.6783 1.4375
5293.20 3020.00 1506.7312  1041.7614 34.6785 1.4335
5293.20 3030.00 1506.8919  1041.8072 34.6787 1.4295
5293.20 3040.00 1507.0525  1041.8530 34.6789 1.4256
5293.20 3050.00 1507.2132  1041.8989 34.6791 1.4216
5293.20 3060.00 1507.3738  1041.9447 34.6793 1.4176
5293.20 3070.00 1507.5345  1041.9905 34.6795 1.4136
5293.20 3080.00 1507.6951  1042.0364 34.6796 1.4096
5293.20 3090.00 1507.8558  1042.0822 34.6798 1.4057
5293.20 3100.00 1508.0165  1042.1280 34.6800 1.4017
5293.20 3110.00 1508.1771  1042.1739 34.6802 1.3977
5293.20 3120.00 1508.3378  1042.2197 34.6804 1.3937
5293.20 3130.00 1508.4984  1042.2655 34.6806 1.3898
5293.20 3140.00 1508.6591  1042.3114 34.6808 1.3858
5293.20 3150.00 1508.8197  1042.3572 34.6810 1.3818
5293.20 3160.00 1508.9804  1042.4030 34.6812 1.3778
5293.20 3170.00 1509.1411  1042.4489 34.6814 1.3738
5293.20 3180.00 1509.3017  1042.4947 34.6816 1.3699
5293.20 3190.00 1509.4624  1042.5405 34.6818 1.3659
5293.20 3200.00 1509.6230  1042.5864 34.6820 1.3619
5293.20 3210.00 1509.7837  1042.6322 34.6822 1.3579
5293.20 3220.00 1509.9443  1042.6780 34.6824 1.3540
5293.20 3230.00 1510.1050  1042.7239 34.6826 1.3500
5293.20 3240.00 1510.2657  1042.7697 34.6828 1.3460
5293.20 3250.00 1510.4263  1042.8155 34.6830 1.3420
5293.20 3260.00 1510.5870  1042.8614 34.6832 1.3380
5293.20 3270.00 1510.7476  1042.9072 34.6833 1.3341
5293.20 3280.00 1510.9097  1042.9529 34.6835 1.3303
5293.20 3290.00 1511.0729  1042.9985 34.6837 1.3266
5293.20 3300.00 1511.2361  1043.0441 34.6839 1.3229
5293.20 3310.00 1511.3992  1043.0897 34.6841 1.3192
5293.20 3320.00 1511.5624  1043.1353 34.6843 1.3155
5293.20 3330.00 1511.7256  1043.1809 34.6845 1.3118
5293.20 3340.00 1511.8888  1043.2265 34.6847 1.3081
5293.20 3350.00 1512.0519  1043.2721 34.6848 1.3044
5293.20 3360.00 1512.2151  1043.3177 34.6850 1.3008
5293.20 3370.00 1512.3783  1043.3633 34.6852 1.2971
5293.20 3380.00 1512.5414  1043.4089 34.6854 1.2934
5293.20 3390.00 1512.7046  1043.4545 34.6856 1.2897
5293.20 3400.00 1512.8678  1043.5001 34.6858 1.2860
5293.20 3410.00 1513.0310  1043.5457 34.6860 1.2823
5293.20 3420.00 1513.1941  1043.5913 34.6861 1.2786
5293.20 3430.00 1513.3573  1043.6369 34.6863 1.2749
5293.20 3440.00 1513.5205  1043.6825 34.6865 1.2713
5293.20 3450.00 1513.6836  1043.7281 34.6867 1.2676
5293.20 3460.00 1513.8468  1043.7737 34.6869 1.2639
5293.20 3470.00 1514.0100  1043.8193 34.6871 1.2602
5293.20 3480.00 1514.1731  1043.8649 34.6873 1.2565
5293.20 3490.00 1514.3363  1043.9105 34.6874 1.2528
5293.20 3500.00 1514.4995  1043.9561 34.6876 1.2491
5293.20 3510.00 1514.6627  1044.0017 34.6878 1.2454
5293.20 3520.00 1514.8258  1044.0473 34.6880 1.2417
5293.20 3530.00 1514.9890  1044.0929 34.6882 1.2381
5293.20 3540.00 1515.1522  1044.1385 34.6884 1.2344
5293.20 3550.00 1515.3153  1044.1841 34.6885 1.2307
5293.20 3560.00 1515.4785  1044.2297 34.6887 1.2270
5293.20 3570.00 1515.6417  1044.2753 34.6889 1.2233
5293.20 3580.00 1515.8049  1044.3209 34.6891 1.2196
5293.20 3590.00 1515.9695  1044.3664 34.6893 1.2160
5293.20 3600.00 1516.1344  1044.4118 34.6895 1.2124
5293.20 3610.00 1516.2994  1044.4572 34.6897 1.2088
5293.20 3620.00 1516.4643  1044.5026 34.6899 1.2052
5293.20 3630.00 1516.6292  1044.5480 34.6901 1.2016
5293.20 3640.00 1516.7941  1044.5934 34.6903 1.1980
5293.20 3650.00 1516.9590  1044.6388 34.6905 1.1944
5293.20 3660.00 1517.1239  1044.6842 34.6907 1.1908
5293.20 3670.00 1517.2888  1044.7296 34.6909 1.1872
5293.20 3680.00 1517.4537  1044.7750 34.6911 1.1836
5293.20 3690.00 1517.6186  1044.8204 34.6913 1.1800
5293.20 3700.00 1517.7835  1044.8658 34.6915 1.1765
5293.20 3710.00 1517.9484  1044.9111 34.6917 1.1729
5293.20 3720.00 1518.1133  1044.9565 34.6919 1.1693
5293.20 3730.00 1518.2782  1045.0019 34.6921 1.1657
5293.20 3740.00 1518.4431  1045.0473 34.6923 1.1621
5293.20 3750.00 1518.6080  1045.0927 34.6925 1.1585
5293.20 3760.00 1518.7729  1045.1381 34.6927 1.1549
5293.20 3770.00 1518.9378  1045.1835 34.6929 1.1513
5293.20 3780.00 1519.1027  1045.2289 34.6931 1.1477
5293.20 3790.00 1519.2676  1045.2743 34.6933 1.1441
5293.20 3800.00 1519.4325  1045.3197 34.6935 1.1405
5293.20 3810.00 1519.5974  1045.3651 34.6937 1.1369
5293.20 3820.00 1519.7623  1045.4105 34.6939 1.1333
5293.20 3830.00 1519.9272  1045.4559 34.6941 1.1297
5293.20 3840.00 1520.0921  1045.5013 34.6943 1.1261
5293.20 3850.00 1520.2570  1045.5467 34.6945 1.1225
5293.20 3860.00 1520.4219  1045.5921 34.6947 1.1189
5293.20 3870.00 1520.5868  1045.6375 34.6949 1.1153
5293.20 3880.00 1520.7517  1045.6829 34.6951 1.1117
5293.20 3890.00 1520.9166  1045.7283 34.6953 1.1081
5293.20 3900.00 1521.0815  1045.7737 34.6955 1.1045
5293.20 3910.00 1521.2464  1045.8191 34.6957 1.1009
5293.20 3920.00 1521.4117  1045.8644 34.6959 1.0971
5293.20 3930.00 1521.5770  1045.9096 34.6962 1.0933
5293.20 3940.00 1521.7423  1045.9549 34.6964 1.0895
5293.20 3950.00 1521.9076  1046.0001 34.6966 1.0857
5293.20 3960.00 1522.0729  1046.0454 34.6969 1.0819
5293.20 3970.00 1522.2382  1046.0906 34.6971 1.0780
5293.20 3980.00 1522.4035  1046.1359 34.6973 1.0742
5293.20 3990.00 1522.5688  1046.1811 34.6975 1.0704
5293.20 4000.00 1522.7341  1046.2264 34.6978 1.0666
5293.20 4010.00 1522.8994  1046.2716 34.6980 1.0628
5293.20 4020.00 1523.0647  1046.3169 34.6982 1.0589
5293.20 4030.00 1523.2300  1046.3621 34.6985 1.0551
5293.20 4040.00 1523.3953  1046.4074 34.6987 1.0513
5293.20 4050.00 1523.5606  1046.4526 34.6989 1.0475
5293.20 4060.00 1523.7259  1046.4979 34.6992 1.0437
5293.20 4070.00 1523.8912  1046.5431 34.6994 1.0398
5293.20 4080.00 1524.0565  1046.5884 34.6996 1.0360
5293.20 4090.00 1524.2218  1046.6336 34.6999 1.0322
5293.20 4100.00 1524.3871  1046.6789 34.7001 1.0284
5293.20 4110.00 1524.5524  1046.7241 34.7003 1.0246
5293.20 4120.00 1524.7177  1046.7693 34.7005 1.0207
5293.20 4130.00 1524.8830  1046.8146 34.7008 1.0169
5293.20 4140.00 1525.0483  1046.8598 34.7010 1.0131
5293.20 4150.00 1525.2136  1046.9051 34.7012 1.0093
5293.20 4160.00 1525.3789  1046.9503 34.7015 1.0055
5293.20 4170.00 1525.5442  1046.9956 34.7017 1.0016
5293.20 4180.00 1525.7095  1047.0408 34.7019 0.9978
5293.20 4190.00 1525.8748  1047.0861 34.7022 0.9940
5293.20 4200.00 1526.0401  1047.1313 34.7024 0.9902
5293.20 4210.00 1526.2054  1047.1766 34.7026 0.9864
5293.20 4220.00 1526.3707  1047.2218 34.7029 0.9825
5293.20 4230.00 1526.5360  1047.2671 34.7031 0.9787
5293.20 4240.00 1526.7013  1047.3123 34.7033 0.9749
5293.20 4250.00 1526.8666  1047.3576 34.7035 0.9711
5293.20 4260.00 1527.0319  1047.4028 34.7038 0.9673
5293.20 4270.00 1527.2017  1047.4477 34.7040 0.9643
5293.20 4280.00 1527.3749  1047.4924 34.7041 0.9619
5293.20 4290.00 1527.5481  1047.5371 34.7043 0.9596
5293.20 4300.00 1527.7212  1047.5818 34.7044 0.9572
5293.20 4310.00 1527.8944  1047.6265 34.7046 0.9549
5293.20 4320.00 1528.0676  1047.6712 34.7047 0.9525
5293.20 4330.00 1528.2408  1047.7159 34.7048 0.9502
5293.20 4340.00 1528.4140  1047.7606 34.7050 0.9478
5293.20 4350.00 1528.5872  1047.8052 34.7051 0.9455
5293.20 4360.00 1528.7604  1047.8499 34.7053 0.9431
5293.20 4370.00 1528.9335  1047.8946 34.7054 0.9407
5293.20 4380.00 1529.1067  1047.9393 34.7056 0.9384
5293.20 4390.00 1529.2799  1047.9840 34.7057 0.9360
5293.20 4400.00 1529.4531  1048.0287 34.7059 0.9337
5293.20 4410.00 1529.6263  1048.0734 34.7060 0.9313
5293.20 4420.00 1529.7995  1048.1181 34.7062 0.9290
5293.20 4430.00 1529.9726  1048.1627 34.7063 0.9266
5293.20 4440.00 1530.1458  1048.2074 34.7065 0.9243
5293.20 4450.00 1530.3190  1048.2521 34.7066 0.9219
5293.20 4460.00 1530.4922  1048.2968 34.7068 0.9196
5293.20 4470.00 1530.6654  1048.3415 34.7069 0.9172
5293.20 4480.00 1530.8386  1048.3862 34.7071 0.9149
5293.20 4490.00 1531.0117  1048.4309 34.7072 0.9125
5293.20 4500.00 1531.1849  1048.4756 34.7074 0.9101
5293.20 4510.00 1531.3581  1048.5202 34.7075 0.9078
5293.20 4520.00 1531.5313  1048.5649 34.7077 0.9054
5293.20 4530.00 1531.7045  1048.6096 34.7078 0.9031
5293.20 4540.00 1531.8777  1048.6543 34.7080 0.9007
5293.20 4550.00 1532.0508  1048.6990 34.7081 0.8984
5293.20 4560.00 1532.2240  1048.7437 34.7083 0.8960
5293.20 4570.00 1532.3972  1048.7884 34.7084 0.8937
5293.20 4580.00 1532.5704  1048.8331 34.7086 0.8913
5293.20 4590.00 1532.7436  1048.8778 34.7087 0.8890
5293.20 4600.00 1532.9168  1048.9224 34.7088 0.8866
5293.20 4610.00 1533.0899  1048.9671 34.7090 0.8843
5293.20 4620.00 1533.2631  1049.0118 34.7091 0.8819
10319.86 0.00 1542.9947  1022.8592 35.7932 28.4026
10319.86 10.00 1543.1374  1022.9076 35.7943 28.3891
10319.86 20.00 1543.2731  1022.9592 35.7978 28.3710
10319.86 30.00 1543.3668  1023.0243 35.8089 28.3295
10319.86 40.00 1543.3686  1023.1137 35.8311 28.2396
10319.86 50.00 1543.2507  1023.2322 35.8652 28.0885
10319.86 60.00 1543.0282  1023.3784 35.9126 27.8831
10319.86 70.00 1542.7222  1023.5494 35.9742 27.6336
10319.86 80.00 1542.3128  1023.7457 36.0479 27.3329
10319.86 90.00 1541.7476  1023.9712 36.1306 26.9608
10319.86 100.00 1540.9589  1024.2279 36.2157 26.4933
10319.86 110.00 1539.9218  1024.5030 36.2875 25.9311
10319.86 120.00 1538.7428  1024.7648 36.3295 25.3321
10319.86 130.00 1537.5908  1024.9870 36.3376 24.7708
10319.86 140.00 1536.5533  1025.1673 36.3203 24.2776
10319.86 150.00 1535.6124  1025.3099 36.2797 23.8440
10319.86 160.00 1534.6086  1025.4451 36.2259 23.3967
10319.86 170.00 1533.5540  1025.5743 36.1614 22.9385
10319.86 180.00 1532.2109  1025.7096 36.0747 22.3900
10319.86 190.00 1530.7767  1025.8469 35.9810 21.8128
10319.86 200.00 1529.0608  1025.9942 35.8761 21.1518
10319.86 210.00 1527.0914  1026.1506 35.7610 20.4152
10319.86 220.00 1525.1221  1026.3070 35.6460 19.6787
10319.86 230.00 1522.9091  1026.4684 35.5358 18.8928
10319.86 240.00 1520.6056  1026.6316 35.4275 18.0887
10319.86 250.00 1518.3021  1026.7949 35.3192 17.2845
10319.86 260.00 1516.0319  1026.9539 35.2189 16.5036
10319.86 270.00 1513.8601  1027.1001 35.1423 15.7912
10319.86 280.00 1511.6883  1027.2462 35.0657 15.0789
10319.86 290.00 1509.5165  1027.3924 34.9890 14.3666
10319.86 300.00 1507.3484  1027.5384 34.9127 13.6556
10319.86 310.00 1505.7027  1027.6549 34.8713 13.1370
10319.86 320.00 1504.0570  1027.7714 34.8300 12.6183
10319.86 330.00 1502.4113  1027.8878 34.7887 12.0997
10319.86 340.00 1500.7656  1028.0043 34.7474 11.5810
10319.86 350.00 1499.1199  1028.1208 34.7061 11.0624
10319.86 360.00 1498.0956  1028.2111 34.6880 10.7355
10319.86 370.00 1497.1166  1028.2995 34.6716 10.4227
10319.86 380.00 1496.1377  1028.3879 34.6551 10.1098
10319.86 390.00 1495.1587  1028.4762 34.6387 9.7969
10319.86 400.00 1494.1797  1028.5646 34.6223 9.4841
10319.86 410.00 1493.2043  1028.6529 34.6060 9.1722
10319.86 420.00 1492.7318  1028.7223 34.6008 9.0027
10319.86 430.00 1492.2592  1028.7917 34.5956 8.8331
10319.86 440.00 1491.7867  1028.8611 34.5904 8.6636
10319.86 450.00 1491.3142  1028.9304 34.5852 8.4940
10319.86 460.00 1490.8417  1028.9998 34.5800 8.3245
