-50000.00 0.00 55559.75 4850.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
15346.51 1710.00 1488.1015  1035.6047 34.6129 2.4189
15346.51 1720.00 1488.2059  1035.6535 34.6139 2.4031
15346.51 1730.00 1488.3103  1035.7023 34.6150 2.3874
15346.51 1740.00 1488.4147  1035.7511 34.6160 2.3717
15346.51 1750.00 1488.5190  1035.7999 34.6170 2.3559
15346.51 1760.00 1488.6234  1035.8487 34.6181 2.3402
15346.51 1770.00 1488.7347  1035.8972 34.6190 2.3260
15346.51 1780.00 1488.8533  1035.9455 34.6199 2.3135
15346.51 1790.00 1488.9719  1035.9937 34.6208 2.3010
15346.51 1800.00 1489.0905  1036.0419 34.6217 2.2884
15346.51 1810.00 1489.2091  1036.0901 34.6226 2.2759
15346.51 1820.00 1489.3277  1036.1383 34.6234 2.2634
15346.51 1830.00 1489.4463  1036.1865 34.6243 2.2509
15346.51 1840.00 1489.5649  1036.2348 34.6252 2.2383
15346.51 1850.00 1489.6835  1036.2830 34.6261 2.2258
15346.51 1860.00 1489.8021  1036.3312 34.6270 2.2133
15346.51 1870.00 1489.9207  1036.3794 34.6278 2.2008
15346.51 1880.00 1490.0393  1036.4276 34.6287 2.1882
15346.51 1890.00 1490.1579  1036.4758 34.6296 2.1757
15346.51 1900.00 1490.2765  1036.5241 34.6305 2.1632
15346.51 1910.00 1490.3951  1036.5723 34.6314 2.1507
15346.51 1920.00 1490.5207  1036.6202 34.6321 2.1397
15346.51 1930.00 1490.6514  1036.6679 34.6329 2.1298
15346.51 1940.00 1490.7820  1036.7155 34.6336 2.1200
15346.51 1950.00 1490.9126  1036.7632 34.6343 2.1101
15346.51 1960.00 1491.0432  1036.8109 34.6350 2.1002
15346.51 1970.00 1491.1738  1036.8586 34.6357 2.0904
15346.51 1980.00 1491.3044  1036.9063 34.6364 2.0805
15346.51 1990.00 1491.4350  1036.9539 34.6371 2.0707
15346.51 2000.00 1491.5657  1037.0016 34.6379 2.0608
15346.51 2010.00 1491.6963  1037.0493 34.6386 2.0509
15346.51 2020.00 1491.8269  1037.0970 34.6393 2.0411
15346.51 2030.00 1491.9575  1037.1447 34.6400 2.0312
15346.51 2040.00 1492.0881  1037.1923 34.6407 2.0213
15346.51 2050.00 1492.2187  1037.2400 34.6414 2.0115
15346.51 2060.00 1492.3493  1037.2877 34.6422 2.0016
15346.51 2070.00 1492.4800  1037.3354 34.6429 1.9917
15346.51 2080.00 1492.6106  1037.3831 34.6436 1.9819
15346.51 2090.00 1492.7467  1037.4305 34.6442 1.9732
15346.51 2100.00 1492.8866  1037.4777 34.6448 1.9653
15346.51 2110.00 1493.0264  1037.5249 34.6453 1.9574
15346.51 2120.00 1493.1663  1037.5721 34.6459 1.9496
15346.51 2130.00 1493.3062  1037.6193 34.6465 1.9417
15346.51 2140.00 1493.4460  1037.6665 34.6470 1.9338
15346.51 2150.00 1493.5859  1037.7137 34.6476 1.9259
15346.51 2160.00 1493.7258  1037.7609 34.6481 1.9181
15346.51 2170.00 1493.8656  1037.8081 34.6487 1.9102
15346.51 2180.00 1494.0055  1037.8554 34.6493 1.9023
15346.51 2190.00 1494.1454  1037.9026 34.6498 1.8944
15346.51 2200.00 1494.2852  1037.9498 34.6504 1.8865
15346.51 2210.00 1494.4251  1037.9970 34.6509 1.8787
15346.51 2220.00 1494.5650  1038.0442 34.6515 1.8708
15346.51 2230.00 1494.7048  1038.0914 34.6521 1.8629
15346.51 2240.00 1494.8447  1038.1386 34.6526 1.8550
15346.51 2250.00 1494.9845  1038.1858 34.6532 1.8472
15346.51 2260.00 1495.1244  1038.2331 34.6537 1.8393
15346.51 2270.00 1495.2643  1038.2803 34.6543 1.8314
15346.51 2280.00 1495.4068  1038.3273 34.6548 1.8241
15346.51 2290.00 1495.5537  1038.3741 34.6552 1.8176
15346.51 2300.00 1495.7006  1038.4209 34.6557 1.8112
15346.51 2310.00 1495.8475  1038.4677 34.6561 1.8048
15346.51 2320.00 1495.9944  1038.5146 34.6565 1.7983
15346.51 2330.00 1496.1413  1038.5614 34.6569 1.7919
15346.51 2340.00 1496.2882  1038.6082 34.6574 1.7855
15346.51 2350.00 1496.4351  1038.6550 34.6578 1.7790
15346.51 2360.00 1496.5820  1038.7018 34.6582 1.7726
15346.51 2370.00 1496.7289  1038.7486 34.6586 1.7662
15346.51 2380.00 1496.8758  1038.7954 34.6591 1.7597
15346.51 2390.00 1497.0227  1038.8422 34.6595 1.7533
15346.51 2400.00 1497.1696  1038.8890 34.6599 1.7469
15346.51 2410.00 1497.3165  1038.9358 34.6603 1.7404
15346.51 2420.00 1497.4634  1038.9826 34.6608 1.7340
15346.51 2430.00 1497.6103  1039.0294 34.6612 1.7276
15346.51 2440.00 1497.7572  1039.0762 34.6616 1.7211
15346.51 2450.00 1497.9041  1039.1230 34.6620 1.7147
15346.51 2460.00 1498.0510  1039.1698 34.6624 1.7083
15346.51 2470.00 1498.1979  1039.2166 34.6629 1.7019
15346.51 2480.00 1498.3448  1039.2634 34.6633 1.6954
15346.51 2490.00 1498.4917  1039.3103 34.6637 1.6890
15346.51 2500.00 1498.6436  1039.3567 34.6641 1.6835
15346.51 2510.00 1498.7962  1039.4032 34.6644 1.6782
15346.51 2520.00 1498.9488  1039.4496 34.6647 1.6729
15346.51 2530.00 1499.1015  1039.4961 34.6650 1.6675
15346.51 2540.00 1499.2541  1039.5425 34.6653 1.6622
15346.51 2550.00 1499.4067  1039.5889 34.6656 1.6569
15346.51 2560.00 1499.5593  1039.6354 34.6659 1.6516
15346.51 2570.00 1499.7119  1039.6818 34.6663 1.6462
15346.51 2580.00 1499.8645  1039.7282 34.6666 1.6409
15346.51 2590.00 1500.0171  1039.7747 34.6669 1.6356
15346.51 2600.00 1500.1697  1039.8211 34.6672 1.6303
15346.51 2610.00 1500.3224  1039.8676 34.6675 1.6249
15346.51 2620.00 1500.4750  1039.9140 34.6678 1.6196
15346.51 2630.00 1500.6276  1039.9604 34.6682 1.6143
15346.51 2640.00 1500.7802  1040.0069 34.6685 1.6090
15346.51 2650.00 1500.9328  1040.0533 34.6688 1.6036
15346.51 2660.00 1501.0854  1040.0998 34.6691 1.5983
15346.51 2670.00 1501.2380  1040.1462 34.6694 1.5930
15346.51 2680.00 1501.3906  1040.1926 34.6697 1.5876
15346.51 2690.00 1501.5433  1040.2391 34.6700 1.5823
15346.51 2700.00 1501.6959  1040.2855 34.6704 1.5770
15346.51 2710.00 1501.8485  1040.3320 34.6707 1.5717
15346.51 2720.00 1502.0011  1040.3784 34.6710 1.5663
15346.51 2730.00 1502.1540  1040.4248 34.6713 1.5611
15346.51 2740.00 1502.3113  1040.4709 34.6715 1.5566
15346.51 2750.00 1502.4685  1040.5170 34.6718 1.5521
15346.51 2760.00 1502.6257  1040.5632 34.6720 1.5476
15346.51 2770.00 1502.7830  1040.6093 34.6723 1.5431
15346.51 2780.00 1502.9402  1040.6554 34.6725 1.5386
15346.51 2790.00 1503.0974  1040.7015 34.6727 1.5341
15346.51 2800.00 1503.2546  1040.7476 34.6730 1.5296
15346.51 2810.00 1503.4119  1040.7937 34.6732 1.5251
15346.51 2820.00 1503.5691  1040.8398 34.6735 1.5206
15346.51 2830.00 1503.7263  1040.8859 34.6737 1.5161
15346.51 2840.00 1503.8836  1040.9321 34.6739 1.5115
15346.51 2850.00 1504.0408  1040.9782 34.6742 1.5070
15346.51 2860.00 1504.1980  1041.0243 34.6744 1.5025
15346.51 2870.00 1504.3552  1041.0704 34.6747 1.4980
15346.51 2880.00 1504.5125  1041.1165 34.6749 1.4935
15346.51 2890.00 1504.6697  1041.1626 34.6751 1.4890
15346.51 2900.00 1504.8269  1041.2087 34.6754 1.4845
15346.51 2910.00 1504.9841  1041.2549 34.6756 1.4800
15346.51 2920.00 1505.1414  1041.3010 34.6759 1.4755
15346.51 2930.00 1505.2986  1041.3471 34.6761 1.4710
15346.51 2940.00 1505.4558  1041.3932 34.6763 1.4665
15346.51 2950.00 1505.6131  1041.4393 34.6766 1.4620
15346.51 2960.00 1505.7703  1041.4854 34.6768 1.4575
15346.51 2970.00 1505.9275  1041.5315 34.6771 1.4530
15346.51 2980.00 1506.0847  1041.5777 34.6773 1.4485
15346.51 2990.00 1506.2420  1041.6238 34.6775 1.4440
15346.51 3000.00 1506.4026  1041.6696 34.6777 1.4400
15346.51 3010.00 1506.5633  1041.7155 34.6779 1.4361
15346.51 3020.00 1506.7240  1041.7613 34.6781 1.4321
15346.51 3030.00 1506.8847  1041.8071 34.6783 1.4281
15346.51 3040.00 1507.0454  1041.8530 34.6785 1.4241
15346.51 3050.00 1507.2061  1041.8988 34.6787 1.4202
15346.51 3060.00 1507.3668  1041.9446 34.6789 1.4162
15346.51 3070.00 1507.5275  1041.9905 34.6791 1.4122
15346.51 3080.00 1507.6882  1042.0363 34.6793 1.4083
15346.51 3090.00 1507.8489  1042.0821 34.6795 1.4043
15346.51 3100.00 1508.0096  1042.1280 34.6797 1.4003
15346.51 3110.00 1508.1703  1042.1738 34.6799 1.3964
15346.51 3120.00 1508.3309  1042.2196 34.6801 1.3924
15346.51 3130.00 1508.4916  1042.2655 34.6803 1.3884
15346.51 3140.00 1508.6523  1042.3113 34.6805 1.3844
15346.51 3150.00 1508.8130  1042.3572 34.6807 1.3805
15346.51 3160.00 1508.9737  1042.4030 34.6809 1.3765
15346.51 3170.00 1509.1344  1042.4488 34.6811 1.3725
15346.51 3180.00 1509.2951  1042.4947 34.6813 1.3686
15346.51 3190.00 1509.4558  1042.5405 34.6815 1.3646
15346.51 3200.00 1509.6165  1042.5863 34.6817 1.3606
15346.51 3210.00 1509.7772  1042.6322 34.6819 1.3567
15346.51 3220.00 1509.9379  1042.6780 34.6821 1.3527
15346.51 3230.00 1510.0986  1042.7238 34.6823 1.3487
15346.51 3240.00 1510.2593  1042.7697 34.6825 1.3448
15346.51 3250.00 1510.4200  1042.8155 34.6828 1.3408
15346.51 3260.00 1510.5807  1042.8613 34.6830 1.3368
15346.51 3270.00 1510.7414  1042.9072 34.6832 1.3328
15346.51 3280.00 1510.9036  1042.9529 34.6833 1.3291
15346.51 3290.00 1511.0669  1042.9985 34.6835 1.3254
15346.51 3300.00 1511.2302  1043.0441 34.6837 1.3217
15346.51 3310.00 1511.3935  1043.0897 34.6839 1.3181
15346.51 3320.00 1511.5568  1043.1353 34.6841 1.3144
15346.51 3330.00 1511.7201  1043.1809 34.6843 1.3108
15346.51 3340.00 1511.8834  1043.2265 34.6845 1.3071
15346.51 3350.00 1512.0467  1043.2721 34.6847 1.3034
15346.51 3360.00 1512.2100  1043.3177 34.6849 1.2998
15346.51 3370.00 1512.3733  1043.3633 34.6851 1.2961
15346.51 3380.00 1512.5366  1043.4089 34.6853 1.2925
15346.51 3390.00 1512.6999  1043.4545 34.6855 1.2888
15346.51 3400.00 1512.8632  1043.5001 34.6857 1.2851
15346.51 3410.00 1513.0266  1043.5457 34.6859 1.2815
15346.51 3420.00 1513.1899  1043.5913 34.6861 1.2778
15346.51 3430.00 1513.3532  1043.6369 34.6862 1.2742
15346.51 3440.00 1513.5165  1043.6825 34.6864 1.2705
15346.51 3450.00 1513.6798  1043.7281 34.6866 1.2668
15346.51 3460.00 1513.8431  1043.7737 34.6868 1.2632
15346.51 3470.00 1514.0064  1043.8193 34.6870 1.2595
15346.51 3480.00 1514.1697  1043.8649 34.6872 1.2559
15346.51 3490.00 1514.3330  1043.9105 34.6874 1.2522
15346.51 3500.00 1514.4963  1043.9561 34.6876 1.2485
15346.51 3510.00 1514.6596  1044.0017 34.6878 1.2449
15346.51 3520.00 1514.8229  1044.0473 34.6880 1.2412
15346.51 3530.00 1514.9862  1044.0929 34.6882 1.2376
15346.51 3540.00 1515.1495  1044.1385 34.6884 1.2339
15346.51 3550.00 1515.3128  1044.1841 34.6886 1.2302
15346.51 3560.00 1515.4761  1044.2297 34.6888 1.2266
15346.51 3570.00 1515.6394  1044.2753 34.6889 1.2229
15346.51 3580.00 1515.8027  1044.3209 34.6891 1.2193
15346.51 3590.00 1515.9674  1044.3663 34.6893 1.2157
15346.51 3600.00 1516.1324  1044.4117 34.6896 1.2121
15346.51 3610.00 1516.2973  1044.4571 34.6898 1.2085
15346.51 3620.00 1516.4622  1044.5025 34.6900 1.2049
15346.51 3630.00 1516.6272  1044.5479 34.6902 1.2013
15346.51 3640.00 1516.7921  1044.5933 34.6904 1.1977
15346.51 3650.00 1516.9570  1044.6387 34.6906 1.1941
15346.51 3660.00 1517.1220  1044.6841 34.6908 1.1905
15346.51 3670.00 1517.2869  1044.7295 34.6910 1.1869
15346.51 3680.00 1517.4518  1044.7749 34.6912 1.1834
15346.51 3690.00 1517.6168  1044.8203 34.6914 1.1798
15346.51 3700.00 1517.7817  1044.8657 34.6916 1.1762
15346.51 3710.00 1517.9466  1044.9111 34.6918 1.1726
15346.51 3720.00 1518.1116  1044.9565 34.6920 1.1690
15346.51 3730.00 1518.2765  1045.0019 34.6922 1.1654
15346.51 3740.00 1518.4414  1045.0473 34.6924 1.1618
15346.51 3750.00 1518.6064  1045.0927 34.6926 1.1582
15346.51 3760.00 1518.7713  1045.1381 34.6928 1.1546
15346.51 3770.00 1518.9362  1045.1835 34.6930 1.1510
15346.51 3780.00 1519.1012  1045.2289 34.6933 1.1475
15346.51 3790.00 1519.2661  1045.2743 34.6935 1.1439
15346.51 3800.00 1519.4310  1045.3197 34.6937 1.1403
15346.51 3810.00 1519.5960  1045.3651 34.6939 1.1367
15346.51 3820.00 1519.7609  1045.4105 34.6941 1.1331
15346.51 3830.00 1519.9258  1045.4559 34.6943 1.1295
15346.51 3840.00 1520.0908  1045.5013 34.6945 1.1259
15346.51 3850.00 1520.2557  1045.5467 34.6947 1.1223
15346.51 3860.00 1520.4206  1045.5921 34.6949 1.1187
15346.51 3870.00 1520.5856  1045.6375 34.6951 1.1151
15346.51 3880.00 1520.7505  1045.6829 34.6953 1.1116
15346.51 3890.00 1520.9154  1045.7283 34.6955 1.1080
15346.51 3900.00 1521.0804  1045.7737 34.6957 1.1044
15346.51 3910.00 1521.2453  1045.8191 34.6959 1.1008
15346.51 3920.00 1521.4112  1045.8643 34.6961 1.0971
15346.51 3930.00 1521.5772  1045.9095 34.6964 1.0935
15346.51 3940.00 1521.7432  1045.9548 34.6966 1.0898
15346.51 3950.00 1521.9092  1046.0000 34.6968 1.0862
15346.51 3960.00 1522.0752  1046.0452 34.6970 1.0825
15346.51 3970.00 1522.2412  1046.0904 34.6972 1.0788
15346.51 3980.00 1522.4072  1046.1356 34.6975 1.0752
15346.51 3990.00 1522.5731  1046.1808 34.6977 1.0715
15346.51 4000.00 1522.7391  1046.2260 34.6979 1.0679
15346.51 4010.00 1522.9051  1046.2712 34.6981 1.0642
15346.51 4020.00 1523.0711  1046.3164 34.6983 1.0605
15346.51 4030.00 1523.2371  1046.3616 34.6985 1.0569
15346.51 4040.00 1523.4031  1046.4068 34.6988 1.0532
15346.51 4050.00 1523.5691  1046.4520 34.6990 1.0496
15346.51 4060.00 1523.7351  1046.4973 34.6992 1.0459
15346.51 4070.00 1523.9011  1046.5425 34.6994 1.0422
15346.51 4080.00 1524.0671  1046.5877 34.6996 1.0386
15346.51 4090.00 1524.2331  1046.6329 34.6999 1.0349
15346.51 4100.00 1524.3991  1046.6781 34.7001 1.0312
15346.51 4110.00 1524.5651  1046.7233 34.7003 1.0276
15346.51 4120.00 1524.7311  1046.7685 34.7005 1.0239
15346.51 4130.00 1524.8971  1046.8137 34.7007 1.0203
15346.51 4140.00 1525.0631  1046.8589 34.7010 1.0166
15346.51 4150.00 1525.2291  1046.9041 34.7012 1.0129
15346.51 4160.00 1525.3951  1046.9493 34.7014 1.0093
15346.51 4170.00 1525.5611  1046.9946 34.7016 1.0056
15346.51 4180.00 1525.7271  1047.0398 34.7018 1.0020
15346.51 4190.00 1525.8931  1047.0850 34.7020 0.9983
15346.51 4200.00 1526.0591  1047.1302 34.7023 0.9946
15346.51 4210.00 1526.2251  1047.1754 34.7025 0.9910
15346.51 4220.00 1526.3911  1047.2206 34.7027 0.9873
15346.51 4230.00 1526.5571  1047.2658 34.7029 0.9837
15346.51 4240.00 1526.7231  1047.3110 34.7031 0.9800
15346.51 4250.00 1526.8891  1047.3562 34.7034 0.9763
15346.51 4260.00 1527.0551  1047.4014 34.7036 0.9727
15346.51 4270.00 1527.2243  1047.4464 34.7038 0.9696
15346.51 4280.00 1527.3959  1047.4911 34.7039 0.9669
15346.51 4290.00 1527.5676  1047.5359 34.7041 0.9642
15346.51 4300.00 1527.7392  1047.5807 34.7043 0.9615
15346.51 4310.00 1527.9108  1047.6254 34.7044 0.9588
15346.51 4320.00 1528.0824  1047.6702 34.7046 0.9560
15346.51 4330.00 1528.2540  1047.7150 34.7047 0.9533
15346.51 4340.00 1528.4257  1047.7597 34.7049 0.9506
15346.51 4350.00 1528.5973  1047.8045 34.7051 0.9479
15346.51 4360.00 1528.7689  1047.8493 34.7052 0.9452
15346.51 4370.00 1528.9405  1047.8940 34.7054 0.9425
15346.51 4380.00 1529.1122  1047.9388 34.7056 0.9398
15346.51 4390.00 1529.2838  1047.9835 34.7057 0.9371
15346.51 4400.00 1529.4554  1048.0283 34.7059 0.9344
15346.51 4410.00 1529.6270  1048.0731 34.7060 0.9317
15346.51 4420.00 1529.7987  1048.1178 34.7062 0.9290
15346.51 4430.00 1529.9703  1048.1626 34.7064 0.9263
15346.51 4440.00 1530.1419  1048.2074 34.7065 0.9236
15346.51 4450.00 1530.3135  1048.2521 34.7067 0.9209
15346.51 4460.00 1530.4852  1048.2969 34.7069 0.9182
15346.51 4470.00 1530.6568  1048.3417 34.7070 0.9155
15346.51 4480.00 1530.8284  1048.3864 34.7072 0.9128
15346.51 4490.00 1531.0000  1048.4312 34.7073 0.9101
15346.51 4500.00 1531.1717  1048.4759 34.7075 0.9073
15346.51 4510.00 1531.3433  1048.5207 34.7077 0.9046
15346.51 4520.00 1531.5149  1048.5655 34.7078 0.9019
15346.51 4530.00 1531.6865  1048.6102 34.7080 0.8992
15346.51 4540.00 1531.8581  1048.6550 34.7081 0.8965
15346.51 4550.00 1532.0298  1048.6998 34.7083 0.8938
15346.51 4560.00 1532.2014  1048.7445 34.7085 0.8911
15346.51 4570.00 1532.3730  1048.7893 34.7086 0.8884
15346.51 4580.00 1532.5446  1048.8340 34.7088 0.8857
15346.51 4590.00 1532.7163  1048.8788 34.7090 0.8830
15346.51 4600.00 1532.8879  1048.9236 34.7091 0.8803
15346.51 4610.00 1533.0595  1048.9683 34.7093 0.8776
15346.51 4620.00 1533.2311  1049.0131 34.7094 0.8749
15346.51 4630.00 1533.4028  1049.0579 34.7096 0.8722
15346.51 4640.00 1533.5744  1049.1026 34.7098 0.8695
15346.51 4650.00 1533.7590  1049.1465 34.7098 0.8694
15346.51 4660.00 1533.9439  1049.1904 34.7098 0.8694
15346.51 4670.00 1534.1288  1049.2342 34.7098 0.8694
15346.51 4680.00 1534.3137  1049.2781 34.7098 0.8694
15346.51 4690.00 1534.4987  1049.3220 34.7098 0.8694
15346.51 4700.00 1534.6836  1049.3658 34.7098 0.8694
15346.51 4710.00 1534.8685  1049.4097 34.7098 0.8694
15346.51 4720.00 1535.0534  1049.4535 34.7098 0.8694
15346.51 4730.00 1535.2384  1049.4974 34.7098 0.8694
15346.51 4740.00 1535.4233  1049.5413 34.7098 0.8694
15346.51 4750.00 1535.6082  1049.5851 34.7098 0.8694
15346.51 4760.00 1535.7931  1049.6290 34.7098 0.8694
15346.51 4770.00 1535.9781  1049.6729 34.7098 0.8694
15346.51 4780.00 1536.1630  1049.7167 34.7098 0.8694
15346.51 4790.00 1536.3479  1049.7606 34.7098 0.8694
15346.51 4800.00 1536.5328  1049.8044 34.7098 0.8694
15346.51 4810.00 1536.7178  1049.8483 34.7098 0.8694
15346.51 4820.00 1536.9027  1049.8922 34.7098 0.8694
15346.51 4830.00 1537.0876  1049.9360 34.7098 0.8694
15346.51 4840.00 1537.2725  1049.9799 34.7098 0.8694
15346.51 4850.00 1537.4575  1050.0237 34.7098 0.8694
20373.16 0.00 1543.3277  1022.7923 35.7766 28.5666
20373.16 10.00 1543.4713  1022.8408 35.7779 28.5533
20373.16 20.00 1543.6080  1022.8933 35.7826 28.5350
20373.16 30.00 1543.7036  1022.9607 35.7963 28.4928
20373.16 40.00 1543.7182  1023.0509 35.8212 28.4069
20373.16 50.00 1543.6285  1023.1669 35.8568 28.2674
20373.16 60.00 1543.4419  1023.3072 35.9031 28.0780
20373.16 70.00 1543.1777  1023.4699 35.9616 27.8478
20373.16 80.00 1542.8125  1023.6579 36.0323 27.5669
20373.16 90.00 1542.2902  1023.8763 36.1125 27.2128
20373.16 100.00 1541.5380  1024.1297 36.1975 26.7580
20373.16 110.00 1540.5047  1024.4109 36.2742 26.1909
20373.16 120.00 1539.2778  1024.6889 36.3242 25.5629
20373.16 130.00 1538.0524  1024.9297 36.3398 24.9632
20373.16 140.00 1536.9555  1025.1236 36.3275 24.4400
20373.16 150.00 1535.9942  1025.2724 36.2898 23.9947
20373.16 160.00 1534.9852  1025.4118 36.2387 23.5420
20373.16 170.00 1533.9376  1025.5436 36.1767 23.0834
20373.16 180.00 1532.6140  1025.6807 36.0929 22.5385
20373.16 190.00 1531.2031  1025.8196 36.0023 21.9664
20373.16 200.00 1529.5160  1025.9682 35.9003 21.3118
20373.16 210.00 1527.5805  1026.1255 35.7878 20.5830
20373.16 220.00 1525.6450  1026.2828 35.6754 19.8541
20373.16 230.00 1523.4681  1026.4445 35.5667 19.0762
20373.16 240.00 1521.2014  1026.6079 35.4593 18.2799
20373.16 250.00 1518.9347  1026.7712 35.3519 17.4837
20373.16 260.00 1516.6987  1026.9302 35.2521 16.7098
20373.16 270.00 1514.5532  1027.0760 35.1745 16.0020
20373.16 280.00 1512.4077  1027.2219 35.0970 15.2943
20373.16 290.00 1510.2622  1027.3678 35.0195 14.5865
20373.16 300.00 1508.1201  1027.5135 34.9422 13.8800
20373.16 310.00 1506.4592  1027.6306 34.8986 13.3548
20373.16 320.00 1504.7983  1027.7476 34.8550 12.8297
20373.16 330.00 1503.1375  1027.8647 34.8114 12.3046
20373.16 340.00 1501.4766  1027.9817 34.7678 11.7794
20373.16 350.00 1499.8157  1028.0988 34.7242 11.2543
20373.16 360.00 1498.7342  1028.1906 34.7037 10.9111
20373.16 370.00 1497.6949  1028.2806 34.6848 10.5812
20373.16 380.00 1496.6557  1028.3705 34.6660 10.2512
20373.16 390.00 1495.6164  1028.4605 34.6471 9.9213
20373.16 400.00 1494.5772  1028.5505 34.6282 9.5914
20373.16 410.00 1493.5416  1028.6403 34.6094 9.2625
20373.16 420.00 1493.0173  1028.7112 34.6031 9.0793
20373.16 430.00 1492.4931  1028.7820 34.5968 8.8961
20373.16 440.00 1491.9688  1028.8529 34.5905 8.7130
20373.16 450.00 1491.4446  1028.9237 34.5842 8.5298
20373.16 460.00 1490.9203  1028.9945 34.5779 8.3466
20373.16 470.00 1490.3961  1029.0654 34.5716 8.1634
20373.16 480.00 1489.9333  1029.1339 34.5662 7.9972
20373.16 490.00 1489.6520  1029.1954 34.5633 7.8810
20373.16 500.00 1489.3707  1029.2569 34.5604 7.7649
20373.16 510.00 1489.0894  1029.3184 34.5575 7.6487
20373.16 520.00 1488.8082  1029.3799 34.5546 7.5326
20373.16 530.00 1488.5269  1029.4414 34.5517 7.4164
20373.16 540.00 1488.2456  1029.5029 34.5488 7.3003
20373.16 550.00 1487.9643  1029.5644 34.5459 7.1841
20373.16 560.00 1487.7478  1029.6232 34.5436 7.0860
20373.16 570.00 1487.5554  1029.6810 34.5415 6.9946
20373.16 580.00 1487.3630  1029.7388 34.5395 6.9032
20373.16 590.00 1487.1706  1029.7966 34.5374 6.8118
20373.16 600.00 1486.9782  1029.8544 34.5354 6.7205
20373.16 610.00 1486.7858  1029.9122 34.5333 6.6291
20373.16 620.00 1486.5934  1029.9700 34.5312 6.5377
20373.16 630.00 1486.4010  1030.0278 34.5292 6.4463
20373.16 640.00 1486.2414  1030.0845 34.5276 6.3638
20373.16 650.00 1486.1114  1030.1402 34.5265 6.2894
20373.16 660.00 1485.9813  1030.1958 34.5253 6.2149
20373.16 670.00 1485.8513  1030.2515 34.5242 6.1405
20373.16 680.00 1485.7212  1030.3072 34.5230 6.0660
20373.16 690.00 1485.5912  1030.3629 34.5218 5.9916
20373.16 700.00 1485.4611  1030.4185 34.5207 5.9171
20373.16 710.00 1485.3311  1030.4742 34.5195 5.8427
20373.16 720.00 1485.2010  1030.5299 34.5184 5.7682
20373.16 730.00 1485.1118  1030.5844 34.5179 5.7044
20373.16 740.00 1485.0355  1030.6386 34.5177 5.6440
20373.16 750.00 1484.9591  1030.6928 34.5175 5.5836
20373.16 760.00 1484.8828  1030.7470 34.5173 5.5232
20373.16 770.00 1484.8064  1030.8012 34.5171 5.4628
20373.16 780.00 1484.7301  1030.8554 34.5168 5.4025
20373.16 790.00 1484.6538  1030.9096 34.5166 5.3421
20373.16 800.00 1484.5774  1030.9638 34.5164 5.2817
20373.16 810.00 1484.5011  1031.0180 34.5162 5.2213
20373.16 820.00 1484.4473  1031.0717 34.5163 5.1666
20373.16 830.00 1484.4116  1031.1248 34.5168 5.1166
20373.16 840.00 1484.3759  1031.1780 34.5173 5.0667
20373.16 850.00 1484.3402  1031.2312 34.5178 5.0167
20373.16 860.00 1484.3046  1031.2844 34.5183 4.9667
20373.16 870.00 1484.2689  1031.3376 34.5188 4.9167
20373.16 880.00 1484.2332  1031.3908 34.5193 4.8667
20373.16 890.00 1484.1975  1031.4439 34.5198 4.8168
20373.16 900.00 1484.1619  1031.4971 34.5202 4.7668
20373.16 910.00 1484.1269  1031.5503 34.5207 4.7170
20373.16 920.00 1484.1187  1031.6028 34.5216 4.6740
20373.16 930.00 1484.1105  1031.6552 34.5225 4.6310
20373.16 940.00 1484.1024  1031.7077 34.5234 4.5880
20373.16 950.00 1484.0942  1031.7602 34.5243 4.5450
20373.16 960.00 1484.0860  1031.8127 34.5252 4.5021
20373.16 970.00 1484.0778  1031.8651 34.5261 4.4591
20373.16 980.00 1484.0696  1031.9176 34.5270 4.4161
20373.16 990.00 1484.0614  1031.9701 34.5279 4.3731
20373.16 1000.00 1484.0533  1032.0226 34.5288 4.3301
20373.16 1010.00 1484.0506  1032.0749 34.5297 4.2885
20373.16 1020.00 1484.0619  1032.1268 34.5308 4.2505
20373.16 1030.00 1484.0731  1032.1787 34.5319 4.2124
20373.16 1040.00 1484.0843  1032.2307 34.5330 4.1744
20373.16 1050.00 1484.0956  1032.2826 34.5341 4.1363
20373.16 1060.00 1484.1068  1032.3345 34.5352 4.0983
20373.16 1070.00 1484.1181  1032.3864 34.5363 4.0602
20373.16 1080.00 1484.1293  1032.4383 34.5374 4.0222
20373.16 1090.00 1484.1406  1032.4903 34.5385 3.9841
20373.16 1100.00 1484.1518  1032.5422 34.5396 3.9461
20373.16 1110.00 1484.1698  1032.5939 34.5407 3.9097
20373.16 1120.00 1484.1975  1032.6453 34.5419 3.8758
20373.16 1130.00 1484.2252  1032.6968 34.5432 3.8418
20373.16 1140.00 1484.2528  1032.7482 34.5444 3.8079
20373.16 1150.00 1484.2805  1032.7996 34.5456 3.7740
20373.16 1160.00 1484.3082  1032.8511 34.5468 3.7400
20373.16 1170.00 1484.3359  1032.9025 34.5480 3.7061
20373.16 1180.00 1484.3636  1032.9539 34.5492 3.6722
20373.16 1190.00 1484.3912  1033.0053 34.5504 3.6382
20373.16 1200.00 1484.4189  1033.0568 34.5516 3.6043
20373.16 1210.00 1484.4535  1033.1080 34.5528 3.5721
20373.16 1220.00 1484.4967  1033.1589 34.5541 3.5419
