-50000.00 0.00 55559.75 4850.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
-29893.38 2390.00 1497.0226  1038.8423 34.6595 1.7532
-29893.38 2400.00 1497.1696  1038.8891 34.6599 1.7468
-29893.38 2410.00 1497.3166  1038.9359 34.6603 1.7404
-29893.38 2420.00 1497.4636  1038.9827 34.6607 1.7339
-29893.38 2430.00 1497.6105  1039.0295 34.6612 1.7275
-29893.38 2440.00 1497.7575  1039.0763 34.6616 1.7211
-29893.38 2450.00 1497.9045  1039.1231 34.6620 1.7147
-29893.38 2460.00 1498.0515  1039.1699 34.6624 1.7083
-29893.38 2470.00 1498.1984  1039.2167 34.6629 1.7019
-29893.38 2480.00 1498.3454  1039.2635 34.6633 1.6954
-29893.38 2490.00 1498.4924  1039.3103 34.6637 1.6890
-29893.38 2500.00 1498.6444  1039.3568 34.6641 1.6836
-29893.38 2510.00 1498.7971  1039.4033 34.6644 1.6783
-29893.38 2520.00 1498.9497  1039.4497 34.6647 1.6730
-29893.38 2530.00 1499.1024  1039.4961 34.6650 1.6676
-29893.38 2540.00 1499.2551  1039.5426 34.6653 1.6623
-29893.38 2550.00 1499.4078  1039.5890 34.6656 1.6570
-29893.38 2560.00 1499.5605  1039.6354 34.6659 1.6517
-29893.38 2570.00 1499.7132  1039.6819 34.6663 1.6464
-29893.38 2580.00 1499.8659  1039.7283 34.6666 1.6411
-29893.38 2590.00 1500.0186  1039.7748 34.6669 1.6358
-29893.38 2600.00 1500.1713  1039.8212 34.6672 1.6305
-29893.38 2610.00 1500.3240  1039.8676 34.6675 1.6252
-29893.38 2620.00 1500.4767  1039.9141 34.6678 1.6199
-29893.38 2630.00 1500.6294  1039.9605 34.6682 1.6146
-29893.38 2640.00 1500.7821  1040.0069 34.6685 1.6092
-29893.38 2650.00 1500.9348  1040.0534 34.6688 1.6039
-29893.38 2660.00 1501.0875  1040.0998 34.6691 1.5986
-29893.38 2670.00 1501.2402  1040.1463 34.6694 1.5933
-29893.38 2680.00 1501.3929  1040.1927 34.6697 1.5880
-29893.38 2690.00 1501.5456  1040.2391 34.6700 1.5827
-29893.38 2700.00 1501.6983  1040.2856 34.6704 1.5774
-29893.38 2710.00 1501.8510  1040.3320 34.6707 1.5721
-29893.38 2720.00 1502.0036  1040.3784 34.6710 1.5668
-29893.38 2730.00 1502.1567  1040.4249 34.6713 1.5615
-29893.38 2740.00 1502.3140  1040.4710 34.6715 1.5571
-29893.38 2750.00 1502.4714  1040.5171 34.6718 1.5526
-29893.38 2760.00 1502.6287  1040.5632 34.6720 1.5481
-29893.38 2770.00 1502.7861  1040.6093 34.6723 1.5436
-29893.38 2780.00 1502.9434  1040.6554 34.6725 1.5391
-29893.38 2790.00 1503.1007  1040.7015 34.6727 1.5347
-29893.38 2800.00 1503.2581  1040.7476 34.6730 1.5302
-29893.38 2810.00 1503.4154  1040.7937 34.6732 1.5257
-29893.38 2820.00 1503.5728  1040.8398 34.6735 1.5212
-29893.38 2830.00 1503.7301  1040.8860 34.6737 1.5168
-29893.38 2840.00 1503.8875  1040.9321 34.6739 1.5123
-29893.38 2850.00 1504.0448  1040.9782 34.6742 1.5078
-29893.38 2860.00 1504.2021  1041.0243 34.6744 1.5033
-29893.38 2870.00 1504.3595  1041.0704 34.6747 1.4988
-29893.38 2880.00 1504.5168  1041.1165 34.6749 1.4944
-29893.38 2890.00 1504.6742  1041.1626 34.6751 1.4899
-29893.38 2900.00 1504.8315  1041.2087 34.6754 1.4854
-29893.38 2910.00 1504.9889  1041.2548 34.6756 1.4809
-29893.38 2920.00 1505.1462  1041.3010 34.6758 1.4765
-29893.38 2930.00 1505.3035  1041.3471 34.6761 1.4720
-29893.38 2940.00 1505.4609  1041.3932 34.6763 1.4675
-29893.38 2950.00 1505.6182  1041.4393 34.6766 1.4630
-29893.38 2960.00 1505.7756  1041.4854 34.6768 1.4585
-29893.38 2970.00 1505.9329  1041.5315 34.6770 1.4541
-29893.38 2980.00 1506.0903  1041.5776 34.6773 1.4496
-29893.38 2990.00 1506.2476  1041.6237 34.6775 1.4451
-29893.38 3000.00 1506.4083  1041.6696 34.6777 1.4411
-29893.38 3010.00 1506.5691  1041.7154 34.6779 1.4372
-29893.38 3020.00 1506.7298  1041.7612 34.6781 1.4332
-29893.38 3030.00 1506.8906  1041.8071 34.6783 1.4293
-29893.38 3040.00 1507.0514  1041.8529 34.6785 1.4253
-29893.38 3050.00 1507.2122  1041.8987 34.6787 1.4214
-29893.38 3060.00 1507.3730  1041.9446 34.6789 1.4174
-29893.38 3070.00 1507.5337  1041.9904 34.6791 1.4135
-29893.38 3080.00 1507.6945  1042.0362 34.6793 1.4095
-29893.38 3090.00 1507.8553  1042.0821 34.6795 1.4056
-29893.38 3100.00 1508.0161  1042.1279 34.6797 1.4016
-29893.38 3110.00 1508.1769  1042.1737 34.6799 1.3977
-29893.38 3120.00 1508.3376  1042.2196 34.6801 1.3937
-29893.38 3130.00 1508.4984  1042.2654 34.6803 1.3898
-29893.38 3140.00 1508.6592  1042.3112 34.6805 1.3858
-29893.38 3150.00 1508.8200  1042.3571 34.6807 1.3819
-29893.38 3160.00 1508.9807  1042.4029 34.6809 1.3779
-29893.38 3170.00 1509.1415  1042.4487 34.6811 1.3740
-29893.38 3180.00 1509.3023  1042.4946 34.6813 1.3700
-29893.38 3190.00 1509.4631  1042.5404 34.6815 1.3661
-29893.38 3200.00 1509.6239  1042.5862 34.6817 1.3621
-29893.38 3210.00 1509.7846  1042.6321 34.6819 1.3582
-29893.38 3220.00 1509.9454  1042.6779 34.6821 1.3542
-29893.38 3230.00 1510.1062  1042.7237 34.6823 1.3503
-29893.38 3240.00 1510.2670  1042.7696 34.6825 1.3463
-29893.38 3250.00 1510.4277  1042.8154 34.6827 1.3424
-29893.38 3260.00 1510.5885  1042.8612 34.6829 1.3384
-29893.38 3270.00 1510.7493  1042.9070 34.6831 1.3344
-29893.38 3280.00 1510.9115  1042.9527 34.6833 1.3307
-29893.38 3290.00 1511.0748  1042.9984 34.6835 1.3270
-29893.38 3300.00 1511.2381  1043.0440 34.6837 1.3233
-29893.38 3310.00 1511.4014  1043.0896 34.6839 1.3197
-29893.38 3320.00 1511.5646  1043.1352 34.6841 1.3160
-29893.38 3330.00 1511.7279  1043.1808 34.6843 1.3123
-29893.38 3340.00 1511.8912  1043.2264 34.6845 1.3087
-29893.38 3350.00 1512.0545  1043.2720 34.6847 1.3050
-29893.38 3360.00 1512.2177  1043.3176 34.6849 1.3013
-29893.38 3370.00 1512.3810  1043.3632 34.6850 1.2977
-29893.38 3380.00 1512.5443  1043.4088 34.6852 1.2940
-29893.38 3390.00 1512.7076  1043.4544 34.6854 1.2903
-29893.38 3400.00 1512.8709  1043.5000 34.6856 1.2867
-29893.38 3410.00 1513.0341  1043.5456 34.6858 1.2830
-29893.38 3420.00 1513.1974  1043.5912 34.6860 1.2793
-29893.38 3430.00 1513.3607  1043.6368 34.6862 1.2757
-29893.38 3440.00 1513.5240  1043.6824 34.6864 1.2720
-29893.38 3450.00 1513.6873  1043.7280 34.6866 1.2683
-29893.38 3460.00 1513.8505  1043.7736 34.6868 1.2647
-29893.38 3470.00 1514.0138  1043.8192 34.6870 1.2610
-29893.38 3480.00 1514.1771  1043.8648 34.6872 1.2573
-29893.38 3490.00 1514.3404  1043.9104 34.6874 1.2537
-29893.38 3500.00 1514.5037  1043.9560 34.6876 1.2500
-29893.38 3510.00 1514.6669  1044.0016 34.6878 1.2463
-29893.38 3520.00 1514.8302  1044.0472 34.6879 1.2427
-29893.38 3530.00 1514.9935  1044.0928 34.6881 1.2390
-29893.38 3540.00 1515.1568  1044.1384 34.6883 1.2353
-29893.38 3550.00 1515.3201  1044.1840 34.6885 1.2317
-29893.38 3560.00 1515.4833  1044.2296 34.6887 1.2280
-29893.38 3570.00 1515.6466  1044.2752 34.6889 1.2243
-29893.38 3580.00 1515.8099  1044.3208 34.6891 1.2207
-29893.38 3590.00 1515.9745  1044.3662 34.6893 1.2170
-29893.38 3600.00 1516.1392  1044.4116 34.6895 1.2134
-29893.38 3610.00 1516.3040  1044.4570 34.6897 1.2098
-29893.38 3620.00 1516.4687  1044.5024 34.6899 1.2062
-29893.38 3630.00 1516.6335  1044.5479 34.6901 1.2025
-29893.38 3640.00 1516.7983  1044.5933 34.6904 1.1989
-29893.38 3650.00 1516.9630  1044.6387 34.6906 1.1953
-29893.38 3660.00 1517.1278  1044.6841 34.6908 1.1916
-29893.38 3670.00 1517.2925  1044.7295 34.6910 1.1880
-29893.38 3680.00 1517.4573  1044.7749 34.6912 1.1844
-29893.38 3690.00 1517.6221  1044.8203 34.6914 1.1807
-29893.38 3700.00 1517.7868  1044.8657 34.6916 1.1771
-29893.38 3710.00 1517.9516  1044.9111 34.6918 1.1735
-29893.38 3720.00 1518.1163  1044.9565 34.6920 1.1699
-29893.38 3730.00 1518.2811  1045.0019 34.6922 1.1662
-29893.38 3740.00 1518.4459  1045.0474 34.6924 1.1626
-29893.38 3750.00 1518.6106  1045.0928 34.6926 1.1590
-29893.38 3760.00 1518.7754  1045.1382 34.6928 1.1553
-29893.38 3770.00 1518.9401  1045.1836 34.6931 1.1517
-29893.38 3780.00 1519.1049  1045.2290 34.6933 1.1481
-29893.38 3790.00 1519.2697  1045.2744 34.6935 1.1445
-29893.38 3800.00 1519.4344  1045.3198 34.6937 1.1408
-29893.38 3810.00 1519.5992  1045.3652 34.6939 1.1372
-29893.38 3820.00 1519.7639  1045.4106 34.6941 1.1336
-29893.38 3830.00 1519.9287  1045.4560 34.6943 1.1299
-29893.38 3840.00 1520.0935  1045.5014 34.6945 1.1263
-29893.38 3850.00 1520.2582  1045.5469 34.6947 1.1227
-29893.38 3860.00 1520.4230  1045.5923 34.6949 1.1190
-29893.38 3870.00 1520.5878  1045.6377 34.6951 1.1154
-29893.38 3880.00 1520.7525  1045.6831 34.6953 1.1118
-29893.38 3890.00 1520.9173  1045.7285 34.6955 1.1082
-29893.38 3900.00 1521.0820  1045.7739 34.6958 1.1045
-29893.38 3910.00 1521.2468  1045.8193 34.6960 1.1009
-29893.38 3920.00 1521.4127  1045.8645 34.6962 1.0973
-29893.38 3930.00 1521.5788  1045.9097 34.6964 1.0936
-29893.38 3940.00 1521.7448  1045.9550 34.6966 1.0900
-29893.38 3950.00 1521.9109  1046.0002 34.6968 1.0863
-29893.38 3960.00 1522.0770  1046.0454 34.6970 1.0827
-29893.38 3970.00 1522.2430  1046.0906 34.6973 1.0790
-29893.38 3980.00 1522.4091  1046.1358 34.6975 1.0754
-29893.38 3990.00 1522.5752  1046.1810 34.6977 1.0717
-29893.38 4000.00 1522.7413  1046.2262 34.6979 1.0681
-29893.38 4010.00 1522.9073  1046.2714 34.6981 1.0644
-29893.38 4020.00 1523.0734  1046.3166 34.6984 1.0608
-29893.38 4030.00 1523.2395  1046.3618 34.6986 1.0572
-29893.38 4040.00 1523.4055  1046.4070 34.6988 1.0535
-29893.38 4050.00 1523.5716  1046.4522 34.6990 1.0499
-29893.38 4060.00 1523.7377  1046.4974 34.6992 1.0462
-29893.38 4070.00 1523.9037  1046.5426 34.6994 1.0426
-29893.38 4080.00 1524.0698  1046.5878 34.6997 1.0389
-29893.38 4090.00 1524.2359  1046.6330 34.6999 1.0353
-29893.38 4100.00 1524.4019  1046.6782 34.7001 1.0316
-29893.38 4110.00 1524.5680  1046.7235 34.7003 1.0280
-29893.38 4120.00 1524.7341  1046.7687 34.7005 1.0244
-29893.38 4130.00 1524.9002  1046.8139 34.7007 1.0207
-29893.38 4140.00 1525.0662  1046.8591 34.7010 1.0171
-29893.38 4150.00 1525.2323  1046.9043 34.7012 1.0134
-29893.38 4160.00 1525.3984  1046.9495 34.7014 1.0098
-29893.38 4170.00 1525.5644  1046.9947 34.7016 1.0061
-29893.38 4180.00 1525.7305  1047.0399 34.7018 1.0025
-29893.38 4190.00 1525.8966  1047.0851 34.7020 0.9988
-29893.38 4200.00 1526.0626  1047.1303 34.7023 0.9952
-29893.38 4210.00 1526.2287  1047.1755 34.7025 0.9916
-29893.38 4220.00 1526.3948  1047.2207 34.7027 0.9879
-29893.38 4230.00 1526.5609  1047.2659 34.7029 0.9843
-29893.38 4240.00 1526.7269  1047.3111 34.7031 0.9806
-29893.38 4250.00 1526.8930  1047.3563 34.7033 0.9770
-29893.38 4260.00 1527.0591  1047.4015 34.7036 0.9733
-29893.38 4270.00 1527.2284  1047.4465 34.7038 0.9702
-29893.38 4280.00 1527.4002  1047.4912 34.7039 0.9676
-29893.38 4290.00 1527.5719  1047.5360 34.7041 0.9649
-29893.38 4300.00 1527.7437  1047.5808 34.7042 0.9622
-29893.38 4310.00 1527.9154  1047.6255 34.7044 0.9595
-29893.38 4320.00 1528.0872  1047.6703 34.7046 0.9569
-29893.38 4330.00 1528.2589  1047.7150 34.7047 0.9542
-29893.38 4340.00 1528.4307  1047.7598 34.7049 0.9515
-29893.38 4350.00 1528.6024  1047.8045 34.7050 0.9488
-29893.38 4360.00 1528.7742  1047.8493 34.7052 0.9462
-29893.38 4370.00 1528.9459  1047.8941 34.7054 0.9435
-29893.38 4380.00 1529.1177  1047.9388 34.7055 0.9408
-29893.38 4390.00 1529.2895  1047.9836 34.7057 0.9381
-29893.38 4400.00 1529.4612  1048.0283 34.7058 0.9355
-29893.38 4410.00 1529.6330  1048.0731 34.7060 0.9328
-29893.38 4420.00 1529.8047  1048.1178 34.7062 0.9301
-29893.38 4430.00 1529.9765  1048.1626 34.7063 0.9274
-29893.38 4440.00 1530.1482  1048.2074 34.7065 0.9247
-29893.38 4450.00 1530.3200  1048.2521 34.7066 0.9221
-29893.38 4460.00 1530.4917  1048.2969 34.7068 0.9194
-29893.38 4470.00 1530.6635  1048.3416 34.7070 0.9167
-29893.38 4480.00 1530.8352  1048.3864 34.7071 0.9140
-29893.38 4490.00 1531.0070  1048.4311 34.7073 0.9114
-29893.38 4500.00 1531.1788  1048.4759 34.7074 0.9087
-29893.38 4510.00 1531.3505  1048.5207 34.7076 0.9060
-29893.38 4520.00 1531.5223  1048.5654 34.7078 0.9033
-29893.38 4530.00 1531.6940  1048.6102 34.7079 0.9007
-29893.38 4540.00 1531.8658  1048.6549 34.7081 0.8980
-29893.38 4550.00 1532.0375  1048.6997 34.7082 0.8953
-29893.38 4560.00 1532.2093  1048.7444 34.7084 0.8926
-29893.38 4570.00 1532.3810  1048.7892 34.7086 0.8900
-29893.38 4580.00 1532.5528  1048.8340 34.7087 0.8873
-29893.38 4590.00 1532.7245  1048.8787 34.7089 0.8846
-29893.38 4600.00 1532.8963  1048.9235 34.7091 0.8819
-29893.38 4610.00 1533.0681  1048.9682 34.7092 0.8792
-29893.38 4620.00 1533.2398  1049.0130 34.7094 0.8766
-29893.38 4630.00 1533.4116  1049.0577 34.7095 0.8739
-29893.38 4640.00 1533.5833  1049.1025 34.7097 0.8712
-29893.38 4650.00 1533.7679  1049.1464 34.7097 0.8711
-29893.38 4660.00 1533.9528  1049.1903 34.7097 0.8711
-29893.38 4670.00 1534.1378  1049.2341 34.7097 0.8711
-29893.38 4680.00 1534.3227  1049.2780 34.7097 0.8711
-29893.38 4690.00 1534.5076  1049.3218 34.7097 0.8711
-29893.38 4700.00 1534.6925  1049.3657 34.7097 0.8711
-29893.38 4710.00 1534.8775  1049.4096 34.7097 0.8711
-29893.38 4720.00 1535.0624  1049.4534 34.7097 0.8711
-29893.38 4730.00 1535.2473  1049.4973 34.7097 0.8711
-29893.38 4740.00 1535.4322  1049.5411 34.7097 0.8711
-29893.38 4750.00 1535.6172  1049.5850 34.7097 0.8711
-29893.38 4760.00 1535.8021  1049.6289 34.7097 0.8711
-29893.38 4770.00 1535.9870  1049.6727 34.7097 0.8711
-29893.38 4780.00 1536.1720  1049.7166 34.7097 0.8711
-29893.38 4790.00 1536.3569  1049.7605 34.7097 0.8711
-29893.38 4800.00 1536.5418  1049.8043 34.7097 0.8711
-29893.38 4810.00 1536.7267  1049.8482 34.7097 0.8711
-29893.38 4820.00 1536.9117  1049.8920 34.7097 0.8711
-29893.38 4830.00 1537.0966  1049.9359 34.7097 0.8711
-29893.38 4840.00 1537.2815  1049.9798 34.7097 0.8711
-29893.38 4850.00 1537.4664  1050.0236 34.7097 0.8711
-24866.73 0.00 1543.3120  1022.8068 35.7895 28.5524
-24866.73 10.00 1543.4554  1022.8553 35.7909 28.5389
-24866.73 20.00 1543.5912  1022.9084 35.7959 28.5200
-24866.73 30.00 1543.6833  1022.9771 35.8106 28.4757
-24866.73 40.00 1543.6920  1023.0693 35.8367 28.3865
-24866.73 50.00 1543.5973  1023.1872 35.8735 28.2441
-24866.73 60.00 1543.4075  1023.3285 35.9204 28.0530
-24866.73 70.00 1543.1404  1023.4915 35.9790 27.8216
-24866.73 80.00 1542.7716  1023.6794 36.0491 27.5396
-24866.73 90.00 1542.2449  1023.8968 36.1277 27.1847
-24866.73 100.00 1541.4909  1024.1475 36.2097 26.7310
-24866.73 110.00 1540.4653  1024.4238 36.2823 26.1696
-24866.73 120.00 1539.2572  1024.6958 36.3287 25.5518
-24866.73 130.00 1538.0547  1024.9318 36.3424 24.9628
-24866.73 140.00 1536.9793  1025.1227 36.3298 24.4487
-24866.73 150.00 1536.0419  1025.2698 36.2934 24.0123
-24866.73 160.00 1535.0633  1025.4074 36.2441 23.5707
-24866.73 170.00 1534.0515  1025.5373 36.1845 23.1250
-24866.73 180.00 1532.7751  1025.6720 36.1035 22.5965
-24866.73 190.00 1531.4152  1025.8083 36.0157 22.0419
-24866.73 200.00 1529.7801  1025.9543 35.9160 21.4044
-24866.73 210.00 1527.8975  1026.1091 35.8055 20.6922
-24866.73 220.00 1526.0149  1026.2640 35.6951 19.9800
-24866.73 230.00 1523.8773  1026.4241 35.5868 19.2129
-24866.73 240.00 1521.6448  1026.5861 35.4793 18.4254
-24866.73 250.00 1519.4123  1026.7482 35.3719 17.6379
-24866.73 260.00 1517.2036  1026.9061 35.2716 16.8705
-24866.73 270.00 1515.0649  1027.0520 35.1927 16.1624
-24866.73 280.00 1512.9263  1027.1979 35.1137 15.4543
-24866.73 290.00 1510.7876  1027.3438 35.0347 14.7462
-24866.73 300.00 1508.6522  1027.4894 34.9560 14.0393
-24866.73 310.00 1506.9722  1027.6074 34.9107 13.5071
-24866.73 320.00 1505.2921  1027.7253 34.8655 12.9748
-24866.73 330.00 1503.6121  1027.8433 34.8202 12.4426
-24866.73 340.00 1501.9321  1027.9612 34.7750 11.9103
-24866.73 350.00 1500.2520  1028.0792 34.7297 11.3781
-24866.73 360.00 1499.1349  1028.1723 34.7079 11.0244
-24866.73 370.00 1498.0588  1028.2635 34.6878 10.6837
-24866.73 380.00 1496.9827  1028.3548 34.6677 10.3431
-24866.73 390.00 1495.9066  1028.4461 34.6476 10.0024
-24866.73 400.00 1494.8305  1028.5374 34.6275 9.6618
-24866.73 410.00 1493.7580  1028.6285 34.6075 9.3222
-24866.73 420.00 1493.2021  1028.7005 34.6008 9.1305
-24866.73 430.00 1492.6461  1028.7724 34.5940 8.9388
-24866.73 440.00 1492.0902  1028.8444 34.5873 8.7472
-24866.73 450.00 1491.5342  1028.9163 34.5805 8.5555
-24866.73 460.00 1490.9783  1028.9883 34.5737 8.3638
-24866.73 470.00 1490.4223  1029.0602 34.5670 8.1721
-24866.73 480.00 1489.9330  1029.1297 34.5612 7.9988
-24866.73 490.00 1489.6407  1029.1917 34.5584 7.8798
-24866.73 500.00 1489.3483  1029.2537 34.5556 7.7608
-24866.73 510.00 1489.0559  1029.3157 34.5528 7.6417
-24866.73 520.00 1488.7635  1029.3777 34.5500 7.5227
-24866.73 530.00 1488.4712  1029.4397 34.5472 7.4036
-24866.73 540.00 1488.1788  1029.5018 34.5444 7.2846
-24866.73 550.00 1487.8864  1029.5638 34.5415 7.1655
-24866.73 560.00 1487.6666  1029.6228 34.5394 7.0665
-24866.73 570.00 1487.4737  1029.6807 34.5375 6.9750
-24866.73 580.00 1487.2808  1029.7386 34.5356 6.8835
-24866.73 590.00 1487.0879  1029.7966 34.5337 6.7920
-24866.73 600.00 1486.8950  1029.8545 34.5317 6.7005
-24866.73 610.00 1486.7021  1029.9124 34.5298 6.6090
-24866.73 620.00 1486.5092  1029.9703 34.5279 6.5175
-24866.73 630.00 1486.3163  1030.0283 34.5260 6.4260
-24866.73 640.00 1486.1571  1030.0850 34.5245 6.3436
-24866.73 650.00 1486.0280  1030.1407 34.5235 6.2694
-24866.73 660.00 1485.8990  1030.1964 34.5224 6.1952
-24866.73 670.00 1485.7700  1030.2521 34.5213 6.1210
-24866.73 680.00 1485.6409  1030.3077 34.5202 6.0468
-24866.73 690.00 1485.5119  1030.3634 34.5192 5.9726
-24866.73 700.00 1485.3829  1030.4191 34.5181 5.8985
-24866.73 710.00 1485.2538  1030.4748 34.5170 5.8243
-24866.73 720.00 1485.1248  1030.5305 34.5159 5.7501
-24866.73 730.00 1485.0367  1030.5850 34.5155 5.6866
-24866.73 740.00 1484.9616  1030.6392 34.5153 5.6265
-24866.73 750.00 1484.8865  1030.6934 34.5152 5.5664
-24866.73 760.00 1484.8114  1030.7476 34.5150 5.5064
-24866.73 770.00 1484.7363  1030.8018 34.5148 5.4463
-24866.73 780.00 1484.6612  1030.8559 34.5146 5.3862
-24866.73 790.00 1484.5861  1030.9101 34.5144 5.3261
-24866.73 800.00 1484.5110  1030.9643 34.5143 5.2660
-24866.73 810.00 1484.4359  1031.0185 34.5141 5.2059
-24866.73 820.00 1484.3832  1031.0721 34.5143 5.1516
-24866.73 830.00 1484.3488  1031.1252 34.5148 5.1019
-24866.73 840.00 1484.3143  1031.1784 34.5153 5.0523
-24866.73 850.00 1484.2798  1031.2316 34.5158 5.0026
-24866.73 860.00 1484.2454  1031.2847 34.5163 4.9529
-24866.73 870.00 1484.2109  1031.3379 34.5168 4.9032
-24866.73 880.00 1484.1764  1031.3910 34.5174 4.8535
-24866.73 890.00 1484.1420  1031.4442 34.5179 4.8039
-24866.73 900.00 1484.1075  1031.4974 34.5184 4.7542
-24866.73 910.00 1484.0738  1031.5505 34.5189 4.7047
-24866.73 920.00 1484.0668  1031.6030 34.5198 4.6620
-24866.73 930.00 1484.0599  1031.6554 34.5208 4.6193
-24866.73 940.00 1484.0529  1031.7079 34.5217 4.5766
-24866.73 950.00 1484.0460  1031.7604 34.5226 4.5339
-24866.73 960.00 1484.0390  1031.8128 34.5236 4.4912
-24866.73 970.00 1484.0321  1031.8653 34.5245 4.4486
-24866.73 980.00 1484.0251  1031.9178 34.5254 4.4059
-24866.73 990.00 1484.0182  1031.9702 34.5263 4.3632
-24866.73 1000.00 1484.0112  1032.0227 34.5273 4.3205
-24866.73 1010.00 1484.0097  1032.0750 34.5283 4.2792
-24866.73 1020.00 1484.0220  1032.1269 34.5294 4.2414
-24866.73 1030.00 1484.0343  1032.1788 34.5305 4.2036
-24866.73 1040.00 1484.0467  1032.2308 34.5317 4.1658
-24866.73 1050.00 1484.0590  1032.2827 34.5328 4.1280
-24866.73 1060.00 1484.0713  1032.3346 34.5340 4.0902
-24866.73 1070.00 1484.0836  1032.3865 34.5351 4.0524
-24866.73 1080.00 1484.0959  1032.4385 34.5362 4.0146
-24866.73 1090.00 1484.1082  1032.4904 34.5374 3.9768
-24866.73 1100.00 1484.1205  1032.5423 34.5385 3.9389
-24866.73 1110.00 1484.1394  1032.5940 34.5397 3.9028
-24866.73 1120.00 1484.1678  1032.6455 34.5410 3.8690
-24866.73 1130.00 1484.1962  1032.6969 34.5422 3.8353
-24866.73 1140.00 1484.2247  1032.7483 34.5434 3.8015
-24866.73 1150.00 1484.2531  1032.7997 34.5447 3.7677
-24866.73 1160.00 1484.2815  1032.8512 34.5459 3.7340
-24866.73 1170.00 1484.3099  1032.9026 34.5471 3.7002
-24866.73 1180.00 1484.3383  1032.9540 34.5484 3.6664
-24866.73 1190.00 1484.3667  1033.0055 34.5496 3.6327
-24866.73 1200.00 1484.3951  1033.0569 34.5509 3.5989
-24866.73 1210.00 1484.4304  1033.1081 34.5521 3.5668
-24866.73 1220.00 1484.4740  1033.1591 34.5534 3.5368
-24866.73 1230.00 1484.5177  1033.2100 34.5547 3.5068
-24866.73 1240.00 1484.5613  1033.2609 34.5559 3.4768
-24866.73 1250.00 1484.6050  1033.3119 34.5572 3.4467
-24866.73 1260.00 1484.6486  1033.3628 34.5585 3.4167
-24866.73 1270.00 1484.6923  1033.4138 34.5598 3.3867
-24866.73 1280.00 1484.7360  1033.4647 34.5610 3.3567
-24866.73 1290.00 1484.7796  1033.5156 34.5623 3.3267
-24866.73 1300.00 1484.8233  1033.5666 34.5636 3.2967
-24866.73 1310.00 1484.8727  1033.6173 34.5649 3.2680
-24866.73 1320.00 1484.9315  1033.6678 34.5661 3.2417
-24866.73 1330.00 1484.9902  1033.7182 34.5674 3.2153
-24866.73 1340.00 1485.0490  1033.7687 34.5687 3.1889
-24866.73 1350.00 1485.1078  1033.8191 34.5700 3.1625
-24866.73 1360.00 1485.1666  1033.8696 34.5713 3.1362
-24866.73 1370.00 1485.2254  1033.9201 34.5726 3.1098
-24866.73 1380.00 1485.2842  1033.9705 34.5739 3.0834
-24866.73 1390.00 1485.3430  1034.0210 34.5751 3.0570
-24866.73 1400.00 1485.4018  1034.0714 34.5764 3.0307
-24866.73 1410.00 1485.4619  1034.1218 34.5777 3.0046
-24866.73 1420.00 1485.5358  1034.1718 34.5790 2.9818
-24866.73 1430.00 1485.6097  1034.2217 34.5802 2.9590
-24866.73 1440.00 1485.6836  1034.2717 34.5815 2.9362
-24866.73 1450.00 1485.7576  1034.3216 34.5827 2.9135
-24866.73 1460.00 1485.8315  1034.3716 34.5840 2.8907
-24866.73 1470.00 1485.9054  1034.4215 34.5852 2.8679
-24866.73 1480.00 1485.9793  1034.4714 34.5865 2.8451
-24866.73 1490.00 1486.0533  1034.5214 34.5877 2.8223
-24866.73 1500.00 1486.1272  1034.5713 34.5890 2.7995
-24866.73 1510.00 1486.2011  1034.6213 34.5902 2.7767
-24866.73 1520.00 1486.2795  1034.6711 34.5915 2.7550
-24866.73 1530.00 1486.3688  1034.7204 34.5926 2.7358
-24866.73 1540.00 1486.4581  1034.7698 34.5938 2.7165
-24866.73 1550.00 1486.5473  1034.8192 34.5950 2.6973
-24866.73 1560.00 1486.6366  1034.8686 34.5962 2.6781
-24866.73 1570.00 1486.7259  1034.9180 34.5973 2.6589
-24866.73 1580.00 1486.8152  1034.9674 34.5985 2.6397
-24866.73 1590.00 1486.9045  1035.0167 34.5997 2.6205
-24866.73 1600.00 1486.9938  1035.0661 34.6008 2.6013
-24866.73 1610.00 1487.0830  1035.1155 34.6020 2.5821
-24866.73 1620.00 1487.1723  1035.1649 34.6032 2.5629
-24866.73 1630.00 1487.2616  1035.2143 34.6044 2.5437
